tweeters,retweeters,weight
Joydas,varughese4,1
Joydas,veedo,1
Joydas,vinnudawn,1
Joydas,zeeshanzeshu,1
Joydeep_911,_manish_pal,1
Joydeep_911,56perumal,1
Joydeep_911,a_p_75,1
Joydeep_911,aaolion,1
Joydeep_911,akhandaryabrat,1
Joydeep_911,atlantesindia,1
Joydeep_911,avijitc39882444,1
Joydeep_911,bansanirmal,1
Joydeep_911,bengaleebabu,1
Joydeep_911,bhartiyalist,1
Joydeep_911,bikuengr,1
Joydeep_911,bjpjajushyam,1
Joydeep_911,bobbydeeol,1
Joydeep_911,bothra_ajay,1
Joydeep_911,buntybhan,1
Joydeep_911,cramas_ramasamy,1
Joydeep_911,debdip00,1
Joydeep_911,devyanidilli,1
Joydeep_911,dipualone,1
Joydeep_911,drrakeshkr082,1
Joydeep_911,eccentricraj,1
Joydeep_911,fastnewsdelhi,1
Joydeep_911,gandhirashmi81,1
Joydeep_911,getsaibal,1
Joydeep_911,ggaurav1122,1
Joydeep_911,girish6981,1
Joydeep_911,harvansh_batra,1
Joydeep_911,hghatta,1
Joydeep_911,hindurajyam,1
Joydeep_911,indiabaapofpak,1
Joydeep_911,innocentlyloud,1
Joydeep_911,ipissgold,1
Joydeep_911,jasbjp,1
Joydeep_911,jayaram84296692,1
Joydeep_911,jignesh_butani,1
Joydeep_911,just4india,1
Joydeep_911,jyotsnadevi33,1
Joydeep_911,kailashkaushik8,1
Joydeep_911,kakavishalji,1
Joydeep_911,kameahwaryadav,1
Joydeep_911,karunashankeroj,1
Joydeep_911,keshavkarn11,1
Joydeep_911,kkdhyd24,1
Joydeep_911,kumarbambam,1
Joydeep_911,kundanpathakk,1
Joydeep_911,lals131999,1
Joydeep_911,madhabp1,1
Joydeep_911,mahinder_sidhu,1
Joydeep_911,me_sourish,1
Joydeep_911,murugadass_bjp,1
Joydeep_911,nandini_paul_,1
Joydeep_911,newsanti,1
Joydeep_911,nirbhaisingh07,1
Joydeep_911,nitesh2016yadav,1
Joydeep_911,nyra186646811,1
Joydeep_911,nzsuresh,1
Joydeep_911,oldsunil,1
Joydeep_911,pawanjrai,1
Joydeep_911,payel_das_,1
Joydeep_911,prabin1206,1
Joydeep_911,proudindian1972,1
Joydeep_911,provanjan999,1
Joydeep_911,rahul124816,1
Joydeep_911,rawat_manbir,1
Joydeep_911,realdnaldtrummp,1
Joydeep_911,realworld_view,1
Joydeep_911,sachinparadkar,1
Joydeep_911,samanta_om,1
Joydeep_911,samikbanerji,1
Joydeep_911,sampadscales,1
Joydeep_911,sarveshakaruan,1
Joydeep_911,shailendrat,1
Joydeep_911,shankerputra,1
Joydeep_911,sharanrakesh,1
Joydeep_911,shenoy70,1
Joydeep_911,sickularlibtard,1
Joydeep_911,siddhartha_gab,1
Joydeep_911,sir_kattappa,1
Joydeep_911,skant707,1
Joydeep_911,skv_india,1
Joydeep_911,smita_muk,1
Joydeep_911,sreetamapaul3,1
Joydeep_911,srianuragh,1
Joydeep_911,subh851,1
Joydeep_911,sudhiritu,1
Joydeep_911,suhana41,1
Joydeep_911,suhruth2007,1
Joydeep_911,sunbrowneye1984,1
Joydeep_911,sureshm46,1
Joydeep_911,susantakar3,1
Joydeep_911,sush091979,1
Joydeep_911,terikahkelunga,1
Joydeep_911,the_equlizer,1
Joydeep_911,tolerantdesii,1
Joydeep_911,truth_viewer,1
Joydeep_911,tshirtswala,1
Joydeep_911,veekayes,1
Joydeep_911,victoryfornamo,1
Joydeep_911,vikas1689,1
Joydeep_911,viloovan,1
Joydeep_911,yashkverm,1
Joydeep_911,zgovinda,1
JPAL_Global,06qlogk2bpnstkq,1
JPAL_Global,aspremolla,2
JPAL_Global,azomer,1
JPAL_Global,debraj_speaks,2
JPAL_Global,digihunk,1
JPAL_Global,dinapomeranz,1
JPAL_Global,jac1770,1
JPAL_Global,jortegao,1
JPAL_Global,jpal_na,1
JPAL_Global,keeslerwelch,1
JPAL_Global,ln_anderson,1
JPAL_Global,pritha88,1
JPAL_Global,rewasmisra,1
JPAL_Global,vinnyarmentano,2
justtneeraj,ndhanesh75,1
justtneeraj,shajahanckl,1
kamaaaa6,500urvashi,1
kamaaaa6,albertienstein,1
kamaaaa6,chirag24576,1
kamaaaa6,dineshudupa,1
kamaaaa6,drsaniamaan,1
kamaaaa6,gohanvsrohan,1
kamaaaa6,janlokpaal,1
kamaaaa6,kasimmh17,1
kamaaaa6,pavan_sethi,1
kanikacart,citizenspov,1
kanikacart,karnikakahen,1
kanikacart,tanveer1729,1
kanikacart,zaalimanna,1
kanimozhi,_narad,1
kanimozhi,56perumal,1
kanimozhi,92165rahul,1
kanimozhi,9447653359,1
kanimozhi,abeyjt,1
kanimozhi,abhayinsearch,1
kanimozhi,abichengannur,1
kanimozhi,advocatearun82,1
kanimozhi,aparnasingh1211,1
kanimozhi,archtomy,1
kanimozhi,arthanareeswar6,1
kanimozhi,bansanirmal,4
kanimozhi,bawachi64,1
kanimozhi,bhakta_pattnaik,1
kanimozhi,bishwanathsingh,1
kanimozhi,bjpjajushyam,1
kanimozhi,bsr3012,1
kanimozhi,bunubruno,1
kanimozhi,capt_naik,1
kanimozhi,cccphunter40001,1
kanimozhi,chessvasu,2
kanimozhi,ckraaman,1
kanimozhi,debasispatri,1
kanimozhi,deepak26shah,1
kanimozhi,desiherald,1
kanimozhi,devn29,1
kanimozhi,dinipc,1
kanimozhi,drtanmaysahu,1
kanimozhi,dvkrajju,1
kanimozhi,edifiedmodifier,1
kanimozhi,engpks,1
kanimozhi,fakeavatar67,1
kanimozhi,faraz5556,1
kanimozhi,fastnewsdelhi,1
kanimozhi,gabbarraush,1
kanimozhi,ganesh2k5,2
kanimozhi,gmkrishna,1
kanimozhi,gujjuvimo,1
kanimozhi,hamsadwani23,1
kanimozhi,hellboy300,1
kanimozhi,hindurajyam,1
kanimozhi,human24679,1
kanimozhi,i__am__ram,1
kanimozhi,indianmonk1,1
kanimozhi,jaihindrayudu,1
kanimozhi,jalalguha,1
kanimozhi,jatindradeo,1
kanimozhi,jayprakash4,1
kanimozhi,jd_bosssss,1
kanimozhi,jignesh_butani,1
kanimozhi,jnaneshwer,1
kanimozhi,johnyraja,1
kanimozhi,jsy111777,1
kanimozhi,kanimozhi,5
kanimozhi,kasana_sahab,1
kanimozhi,kim_etat_bhoho,1
kanimozhi,komalavalli23,1
kanimozhi,kriris3322,1
kanimozhi,laxman_xy,1
kanimozhi,leninchomsky,1
kanimozhi,lohana1983,1
kanimozhi,mahendra3,1
kanimozhi,mamtatripathi03,1
kanimozhi,mandarsawant184,1
kanimozhi,mannu69kumar,1
kanimozhi,manoj_k90,2
kanimozhi,manyapande,1
kanimozhi,mayuranit,1
kanimozhi,mayurkotiya,3
kanimozhi,monk_razr,2
kanimozhi,oldsailor,1
kanimozhi,panaiyolaishan,1
kanimozhi,pankaj16182,1
kanimozhi,pavanyadav797,1
kanimozhi,prasad_perla,1
kanimozhi,prashan20943955,1
kanimozhi,prashantdeokar,1
kanimozhi,pratap061061,1
kanimozhi,prembhatt0286,2
kanimozhi,purohit_b,1
kanimozhi,puttarajksk,1
kanimozhi,raghuaiyar,1
kanimozhi,raja1260,2
kanimozhi,rajeshk63786788,1
kanimozhi,rajeshtamret,1
kanimozhi,rammandirbanega,1
kanimozhi,ramusha1983,1
kanimozhi,ravipatil15167,1
kanimozhi,rgvasanth,1
kanimozhi,rn_bjp,2
kanimozhi,rohtakite,1
kanimozhi,sagwhiz,1
kanimozhi,saliltoday,1
kanimozhi,sameeruniverse,1
kanimozhi,sampadscales,1
kanimozhi,sandysh2311,1
kanimozhi,sarathi61,1
kanimozhi,sarvadaman1,1
kanimozhi,satchitanand190,1
kanimozhi,senthilbe23,1
kanimozhi,shaishiara,1
kanimozhi,shankerputra,1
kanimozhi,sharadk40756002,1
kanimozhi,shhelly_kumar,1
kanimozhi,shrimanyogee,1
kanimozhi,skedia_gaya,1
kanimozhi,sobandevarajan,1
kanimozhi,sodeep_maan,1
kanimozhi,srianuragh,1
kanimozhi,srv_ragam,1
kanimozhi,ssmalakar,1
kanimozhi,subh851,1
kanimozhi,subhash77niul,1
kanimozhi,sudhirputhran,1
kanimozhi,surinderseth,1
kanimozhi,timeseek1970,1
kanimozhi,tolerantdesii,1
kanimozhi,us70707,1
kanimozhi,vamsi_4u,1
kanimozhi,varajiv,1
kanimozhi,varibar02_dr,1
kanimozhi,veerkumar6717,1
kanimozhi,vel_jaya,1
kanimozhi,venugopalgv,2
kanimozhi,vidyaranyaks,3
kanimozhi,vijaychavda9,1
kanimozhi,vishalgaur111,1
kanimozhi,vishatigchaudh1,1
kanimozhi,wannabepoet1,1
kanimozhi,weewake666,1
kanimozhi,zasambhu,1
kanimozhi,zgovinda,1
kapil_kausik,alokbehera,1
kapil_kausik,anakharavindran,1
kapil_kausik,bjpjajushyam,1
kapil_kausik,ceradevcera,1
kapil_kausik,hkgupta16,1
kapil_kausik,indianmonk1,1
kapil_kausik,itsmeroshan2121,1
kapil_kausik,kvquote,1
kapil_kausik,maytkt,1
kapil_kausik,mrx565,1
kapil_kausik,pontifukex,1
kapil_kausik,pzavar,1
kapil_kausik,raghuramanmenon,1
kapil_kausik,ramdsharma,1
kapil_kausik,samwit_wicky,1
kapil_kausik,supportrss,1
kapil_kausik,zgovinda,1
kapsology,citizenspov,1
kapsology,firoze_,1
kapsology,gohanvsrohan,1
kapsology,guru9899,1
kapsology,informdcitizen,1
kapsology,jyotishankarjha,1
kapsology,monsun14,1
kapsology,zaalimanna,1
karamjitrintu,neelamg04002414,1
karamjitrintu,raavikontham,1
karamjitrintu,ranjity64774415,1
karamjitrintu,rkcas28,1
karamjitrintu,singhpawanveer,1
KaranArora,chinmaytrivedi,1
Karnikakahen,zaalimanna,2
Karthick2668,oldsailor,1
Karthick2668,udayforindia,1
kavita_krishnan,aadilmim,1
kavita_krishnan,breakinews,2
kavita_krishnan,drmalikkalam,1
kavita_krishnan,gyanendraw,1
kavita_krishnan,imsanjeevthakur,1
kavita_krishnan,inamitaprakash,1
kavita_krishnan,jeenebhidoyaaro,1
kavita_krishnan,jibujoy,1
kavita_krishnan,khalidfaridi199,1
kavita_krishnan,kingkeshav,1
kavita_krishnan,manutkl,1
kavita_krishnan,misabharti,1
kavita_krishnan,navaidhamid,1
kavita_krishnan,nazirahmadd10,1
kavita_krishnan,ovaissultankhan,1
kavita_krishnan,parwez1,1
kavita_krishnan,patrakaariz,1
kavita_krishnan,pkr70,1
kavita_krishnan,priyanshugupta_,1
kavita_krishnan,skhan7064,1
kavita_krishnan,su2nil,1
kingchiru15,luisvilelara,1
kingchiru15,noplay_,1
kingchiru15,silver_watchdog,1
KiranKS,atlantesindia,1
KiranKS,chweeneytodd,1
KiranKS,cvrchandra10,1
KiranKS,dhruvbhim,1
KiranKS,karunaadukolar,1
KiranKS,madsoraba,1
KiranKS,omgurjar19,1
KJshashi,nixxin,1
kmfameen,iammastanvali,1
kmfameen,jab9777,1
kumar_sumit,deba2501,1
LangaMahesh,korgaons,1
LangaMahesh,niyamatgarmala,1
LangaMahesh,shanmugam_18,1
laxman_xy,chetankul,1
laxman_xy,jaiwanth1,1
laxman_xy,jaykumarchoube,1
laxman_xy,kanotraharish,1
laxman_xy,mvmeet,1
laxman_xy,shravankapoor1,1
laxman_xy,sonal_31559,1
laxman_xy,utkarshashish,1
laxman_xy,wittyparag,1
Lexmeridian,piushtomar,1
LivingOnChi,bernierockson,1
LivingOnChi,isotopec14,1
LivingOnChi,netminnow,1
LivingOnChi,oldsilaswebster,1
LivingOnChi,rjsulzer,1
LivingOnChi,rodgerclark66,1
LivingOnChi,saywhat83040737,1
LivingOnChi,vague_reality,1
LocalPressCo,gautam4783,1
LocalPressCo,news_houndz,1
LODHA,vinit_shah1,1
ls2008,adityas24663581,1
ls2008,dhriyamana,1
ls2008,ersakthivel1,1
ls2008,harishs66284892,1
ls2008,kriris3322,1
ls2008,mahabeerr,1
ls2008,priyankar_,1
ls2008,theway2pawan,1
MaayaaSarabhai,kattu_ak,1
madskak,aawazindiaki,1
madskak,abhiknotty,1
madskak,abhipar7,1
madskak,ad4justice,1
madskak,ankesh7006,1
madskak,ashokepandit,1
madskak,awachar1983,1
madskak,bkraina8700,1
madskak,cajainpranav,1
madskak,deymunki_9,1
madskak,ermanohar009,1
madskak,geet28741109,1
madskak,gitamehta65,1
madskak,i_neerav,1
madskak,j1g4r,1
madskak,justshivas,1
madskak,kuhukhanna,1
madskak,lakshman_poma,1
madskak,ma28nav,1
madskak,manishjagtap07,1
madskak,milindshah2006,1
madskak,modichirag1974,1
madskak,monulko,1
madskak,mspalv76,1
madskak,mukesh_k1,1
madskak,newsanti,1
madskak,nirbhaisingh07,1
madskak,ororaborealis,1
madskak,padiram,1
madskak,parthpa07241800,1
madskak,pawanjrai,1
madskak,prashantjatia,1
madskak,praveengarg3,1
madskak,rahulsinghcr7,1
madskak,ranaji0078,1
madskak,refugeeblueskp,1
madskak,rohitmishra183,1
madskak,sachinaj2001,1
madskak,shaan27,1
madskak,shankerputra,1
madskak,sidharth_menon,1
madskak,suhana41,1
madskak,swapneel_potdar,1
madskak,twtprashant_189,1
madskak,vatsmanoj55,1
madskak,yadangayach,1
MaheshJagga,avinash_mailme,1
MaheshJagga,criminalsi66,1
MaheshJagga,innovativehindu,1
MaheshJagga,utpalksharma,1
MahikaInfra,alokkum09692808,1
MahikaInfra,baskodigama,1
MahikaInfra,gajjarbharatc,1
MahikaInfra,harvansh_batra,1
MahikaInfra,mahikainfra,5
MahikaInfra,mahikainfra_fc,2
MahikaInfra,modimay12,1
MahikaInfra,preetranjansama,1
MahikaInfra,s_singh1974,1
MahikaInfra,sachinahirrao1,1
MahikaInfra,satyaprakashty1,1
MahikaInfra,shuklajitups,1
MahikaInfra,sudhirputhran,1
MahikaInfra,swatchbharat4u,2
MahikaInfra,thagguwal,1
MahikaInfra,victoryvinoll,1
MahikaInfra,vijayinder_vats,1
MajorPoonia,icivilized,1
manaseit,jatharvijay,1
manickamtagore,jenixrino,1
manish847211,manish847211,1
manishaBJP,ssssidddd,1
mayankjain100,ghostbustor,1
mayankjain100,jaganniwas,1
MayurP2024,ashishchaniara,1
MBQasmi,embracetheart,1
mcapitalheight,sofiyagood,1
mcapitalheight,tipslivestock,1
MDiplomacyWORLD,dgiannakopoulos,1
MDiplomacyWORLD,mdtravelmag,1
MDiplomacyWORLD,presscode,1
Meena_ETVnews,ashokpareek2000,1
Meena_ETVnews,suri515,1
meet_murtaza,faisalmoney,1
meghna_meghna,datta_sukanya,1
meghna_meghna,keerthana1110,1
meghna_meghna,sesh_1221,1
meghna_meghna,suparna_r,1
MensRightsFF,satishra1010,1
meshrammanish07,juhichaturvedi,1
MinhazMerchant,anupama2014,1
MinhazMerchant,bsn84,1
MinhazMerchant,dharmayuddha,6
MinhazMerchant,dineshbthakur,1
MinhazMerchant,dutt_cool,1
MinhazMerchant,hinduhangout,1
MinhazMerchant,iamvir1,1
MinhazMerchant,imikecorleone,1
MinhazMerchant,jayhindurastram,1
MinhazMerchant,kris_amit,1
MinhazMerchant,presstitutebark,1
MinhazMerchant,ramjikr,1
MinhazMerchant,rohitagarwal86,1
MinhazMerchant,sainath_kits,1
MinhazMerchant,satymeva_jayate,1
MinhazMerchant,snatansupremacy,1
MinhazMerchant,sonachele1,1
MinhazMerchant,sri_handler1,1
MinhazMerchant,tikuchand,1
MinhazMerchant,vevck,1
MinhazMerchant,vivekkapoor111,1
MinhazMerchant,wolverin81,1
MiraPokhrel,abhijeet9839,1
mocreighton,nosylviaplath,1
Modern_Gypsy,ragemonk,1
ModiBharosa,_rakeshdey,1
ModiBharosa,1901anupam,1
ModiBharosa,34a5912609794c8,1
ModiBharosa,4_everabhi,1
ModiBharosa,5500bhupi,1
ModiBharosa,56perumal,1
ModiBharosa,76cffefa5a1c4e2,1
ModiBharosa,881977raju,1
ModiBharosa,8dssoni,1
ModiBharosa,943c39bb70b245e,2
ModiBharosa,aashweenmay,1
ModiBharosa,abhi9982,1
ModiBharosa,abhiinamo,1
ModiBharosa,abhijitmrdas,1
ModiBharosa,abhishekc07,1
ModiBharosa,achintabhatt89,1
ModiBharosa,acm17_,1
ModiBharosa,agarpitsizzle,1
ModiBharosa,agoel67,2
ModiBharosa,agrwal_akhil,1
ModiBharosa,ajai_ks,1
ModiBharosa,ajay97781,1
ModiBharosa,ajka_mahabharat,1
ModiBharosa,akashsarraf21,1
ModiBharosa,akhandabvp,1
ModiBharosa,akki_munshi,1
ModiBharosa,akshaysince1987,1
ModiBharosa,alokgmumbai,1
ModiBharosa,amit1292,1
ModiBharosa,amitdelhi85,1
ModiBharosa,amitosho84,1
ModiBharosa,amitranatweets,1
ModiBharosa,anandvisen1,1
ModiBharosa,androidyy,1
ModiBharosa,angadi_ashok,1
ModiBharosa,anirban1akshay,1
ModiBharosa,anirudhgoel2,1
ModiBharosa,anishusgaonkar,1
ModiBharosa,ankeetneurekar,1
ModiBharosa,anupblr,1
ModiBharosa,anuprss,1
ModiBharosa,anvesha1989,1
ModiBharosa,aparnaupadhaya,1
ModiBharosa,aritraroyc,1
ModiBharosa,arpitsizzle,2
ModiBharosa,ashikdoshi,1
ModiBharosa,ashish2309,1
ModiBharosa,ashishkarandik1,1
ModiBharosa,ashishpatilraut,1
ModiBharosa,ashokthakur1983,1
ModiBharosa,ashutosh_akm,1
ModiBharosa,ashutosh614,1
ModiBharosa,ashvinn15,1
ModiBharosa,ashwanisinghgwl,1
ModiBharosa,aumarunmehra,1
ModiBharosa,avax83,1
ModiBharosa,avinash_mailme,1
ModiBharosa,awesomeanurock,1
ModiBharosa,babluya54983447,1
ModiBharosa,bansanirmal,1
ModiBharosa,beingsachindg,1
ModiBharosa,bhakt160907,1
ModiBharosa,bhallajc,1
ModiBharosa,bharatjoshi2911,1
ModiBharosa,bhav2406,2
ModiBharosa,bhupinderbjpggn,1
ModiBharosa,bigsanturi,1
ModiBharosa,bimal_pr,1
ModiBharosa,bindamresh,1
ModiBharosa,binod1966,1
ModiBharosa,blissfulls,1
ModiBharosa,bsbaban,1
ModiBharosa,bsharma7,1
ModiBharosa,captsmita,1
ModiBharosa,chauhan_avdesh,1
ModiBharosa,chauhananil23,1
ModiBharosa,cher_khan,1
ModiBharosa,chinmay195,1
ModiBharosa,chiranjib_sur,1
ModiBharosa,chomal_vikas,1
ModiBharosa,chotivalebaba,3
ModiBharosa,clkadel,1
ModiBharosa,cramas_ramasamy,1
ModiBharosa,crazyabtsrk,1
ModiBharosa,csuriyakumar,1
ModiBharosa,cyberkaran,1
ModiBharosa,d889e9b8440f4db,2
ModiBharosa,das_yadav,1
ModiBharosa,dbhisikar,1
ModiBharosa,debudred,1
ModiBharosa,debutcricketer,1
ModiBharosa,deepak00754,1
ModiBharosa,deepakbaluni,1
ModiBharosa,deepakrwagh2002,1
ModiBharosa,deepalijd,1
ModiBharosa,delhimuse,1
ModiBharosa,desh_bhkt,1
ModiBharosa,deshneeti,1
ModiBharosa,desikan78,1
ModiBharosa,devanghvyas,1
ModiBharosa,dhanusat,1
ModiBharosa,dharmanish25,1
ModiBharosa,dharmendra_sonu,1
ModiBharosa,dhruvbhim,3
ModiBharosa,dhyangupta,1
ModiBharosa,digesh_123,1
ModiBharosa,dilipdpurohit,1
ModiBharosa,dilprembabu420,1
ModiBharosa,dinesh_16041981,1
ModiBharosa,dineshbthakur,1
ModiBharosa,dinkarabajipati,1
ModiBharosa,dipak73327,2
ModiBharosa,dipendradipzo,1
ModiBharosa,diwakarr85,1
ModiBharosa,drchanakya1,1
ModiBharosa,drhetalg27,1
ModiBharosa,drmanrk,1
ModiBharosa,drrmatthai,1
ModiBharosa,drrmittal,1
ModiBharosa,dsgiri,2
ModiBharosa,dsrana159,1
ModiBharosa,duggi_bana,1
ModiBharosa,durgesh1969,1
ModiBharosa,dushyantkagarwa,1
ModiBharosa,eparitosh,1
ModiBharosa,fotedarsunil,1
ModiBharosa,frnd4all,1
ModiBharosa,g_j_mehta,1
ModiBharosa,gauravdimri2601,3
ModiBharosa,geet28741109,1
ModiBharosa,ghostbustor,1
ModiBharosa,gopikiran198,1
ModiBharosa,grajamohan,1
ModiBharosa,grajguru,1
ModiBharosa,greenwood127,1
ModiBharosa,guptadrak,1
ModiBharosa,guptagie,1
ModiBharosa,gurubrammha,1
ModiBharosa,gvbsatish9999,1
ModiBharosa,gyan431,1
ModiBharosa,hamsadwani23,1
ModiBharosa,hardikbhavsar10,1
ModiBharosa,hardiks,1
ModiBharosa,hariontweet,1
ModiBharosa,harnam2harnam,1
ModiBharosa,harshanellore,1
ModiBharosa,heatedhead,1
ModiBharosa,hemannamo,1
ModiBharosa,hemantgaulechha,1
ModiBharosa,highered_india,1
ModiBharosa,himdevs,1
ModiBharosa,hindurajyam,1
ModiBharosa,hrdksanghavi,1
ModiBharosa,hsumit7,1
ModiBharosa,iamajeeth1,1
ModiBharosa,iamindia108,1
ModiBharosa,iamintimacy,1
ModiBharosa,iamiteshh,2
ModiBharosa,ibhagwa_n,3
ModiBharosa,illlusion1,1
ModiBharosa,imalok30,1
ModiBharosa,imgauravthakral,1
ModiBharosa,imrajthaker,1
ModiBharosa,ind_52,1
ModiBharosa,india_aajkal,1
ModiBharosa,india_redifined,1
ModiBharosa,india272,3
ModiBharosa,indianmaher,2
ModiBharosa,innovativehindu,1
ModiBharosa,ipraveendixit,1
ModiBharosa,its19anand,1
ModiBharosa,itsmeadii1221,2
ModiBharosa,iviptri,1
ModiBharosa,iyer_rn,2
ModiBharosa,jagan7585,1
ModiBharosa,jagdishmitra00,1
ModiBharosa,jaikitweets,1
ModiBharosa,jaimataki4,1
ModiBharosa,janakigopi,1
ModiBharosa,jangidvikash,1
ModiBharosa,jasseys2000,1
ModiBharosa,jaya_jagadeesan,1
ModiBharosa,jignesh_butani,1
ModiBharosa,jsaditya,2
ModiBharosa,justashees,1
ModiBharosa,ka979896,1
ModiBharosa,kainpradeep,2
ModiBharosa,kameshw1214,1
ModiBharosa,kamleshrv1,1
ModiBharosa,kannanrajavijay,1
ModiBharosa,karthik_k86,1
ModiBharosa,kaushalkumarya,1
ModiBharosa,keertysharma,1
ModiBharosa,kiisaan,1
ModiBharosa,kirankbhat,1
ModiBharosa,kirankrmadan,1
ModiBharosa,kiranshettyk,1
ModiBharosa,kooldudz,1
ModiBharosa,kr_upadhyaya,1
ModiBharosa,kriris3322,1
ModiBharosa,krsna_sharanam,1
ModiBharosa,kumarkm53,1
ModiBharosa,kumarr_raj,1
ModiBharosa,kushaltanna991,2
ModiBharosa,kushbansal,2
ModiBharosa,kuunnik88,2
ModiBharosa,lahirisantanu,1
ModiBharosa,lalithkris,2
ModiBharosa,lallamitabh,1
ModiBharosa,letsplay121,1
ModiBharosa,lks196512,1
ModiBharosa,lokesh_kote,1
ModiBharosa,lokeshbharadwaj,1
ModiBharosa,madeinindiaaaa,1
ModiBharosa,madskak,1
ModiBharosa,mahajanviv,1
ModiBharosa,mahesha_p,1
ModiBharosa,mailsskumar,1
ModiBharosa,makarand059,1
ModiBharosa,makrandpathak,1
ModiBharosa,mamtan14,1
ModiBharosa,manjaripathak,2
ModiBharosa,manoj_k90,2
ModiBharosa,manoj_mafiosi,1
ModiBharosa,mansrandhawa,1
ModiBharosa,manthandoc,1
ModiBharosa,manu_sakunia,1
ModiBharosa,manyapande,1
ModiBharosa,mauhakamrana,1
ModiBharosa,maulikm79,1
ModiBharosa,mayankp98617867,1
ModiBharosa,medha_gupta01,1
ModiBharosa,meet_1229,1
ModiBharosa,mishtee2,1
ModiBharosa,mlmandowara,2
ModiBharosa,modibhakht,2
ModiBharosa,modifansclub,1
ModiBharosa,mohanty_sambit,1
ModiBharosa,mrkotians,1
ModiBharosa,mrlatafan,1
ModiBharosa,mujoo_r,1
ModiBharosa,mukeshn94487885,1
ModiBharosa,mukku_14,1
ModiBharosa,mukul_naithani,1
ModiBharosa,murthy_sowjanya,1
ModiBharosa,mylovenamo,1
ModiBharosa,mymeenakshi,1
ModiBharosa,n_m1fan,1
ModiBharosa,n2r3ndr2,1
ModiBharosa,nagendrapanwar,1
ModiBharosa,namoramvipra,1
ModiBharosa,nanditathhakur,1
ModiBharosa,nandu09445619,1
ModiBharosa,nanduperfint,1
ModiBharosa,nanduvaru,1
ModiBharosa,navaneethnavami,1
ModiBharosa,navdeepsrathore,1
ModiBharosa,naveem1975,1
ModiBharosa,naveen_maanju,1
ModiBharosa,naveenjangra30,1
ModiBharosa,nawneet_mohan,1
ModiBharosa,nayanchandra,1
ModiBharosa,nchorau,1
ModiBharosa,neelnabh,1
ModiBharosa,neerajsadiya,1
ModiBharosa,nehal_raval,1
ModiBharosa,neo_nationalist,1
ModiBharosa,ngtambe,1
ModiBharosa,niharkhan,1
ModiBharosa,niiwhsa,1
ModiBharosa,nilleo007,1
ModiBharosa,nitesh1966,1
ModiBharosa,niteshsingh707,1
ModiBharosa,nitincs10rana,1
ModiBharosa,nitinpoddar,1
ModiBharosa,niveshagg,1
ModiBharosa,nomofa,1
ModiBharosa,npatel12376,1
ModiBharosa,nshuklain,1
ModiBharosa,ntsocool1,1
ModiBharosa,nzsuresh,1
ModiBharosa,oldsunil,1
ModiBharosa,olgort,1
ModiBharosa,omommii,1
ModiBharosa,omprakash_dared,1
ModiBharosa,omprakashrao,1
ModiBharosa,onceinabluenoon,1
ModiBharosa,oxymoron30,1
ModiBharosa,padamkant,1
ModiBharosa,paidmedia_,1
ModiBharosa,pankaj_namo,1
ModiBharosa,pantg4,1
ModiBharosa,paragdr,3
ModiBharosa,parjak2008,1
ModiBharosa,parthapinaki,1
ModiBharosa,parthasakhadas,2
ModiBharosa,parthpa07241800,3
ModiBharosa,pathakgp,1
ModiBharosa,phaantoms,2
ModiBharosa,pkgupta_,2
ModiBharosa,pksingh7391,1
ModiBharosa,pmatodkar,1
ModiBharosa,prabhak47974192,1
ModiBharosa,prabhunav,1
ModiBharosa,prabhusogala,1
ModiBharosa,prady_indian,1
ModiBharosa,prakashbjp_,1
ModiBharosa,pralhadc,1
ModiBharosa,pramster,1
ModiBharosa,prasaddshetty,1
ModiBharosa,prasadmisha,1
ModiBharosa,prasanna_speaks,2
ModiBharosa,prasanna7july,1
ModiBharosa,prasannada,1
ModiBharosa,prasen_bea,1
ModiBharosa,prashanthnaiduk,1
ModiBharosa,prashantsoam,1
ModiBharosa,prashar27,1
ModiBharosa,prateek___kumar,2
ModiBharosa,pratoshnivedita,1
ModiBharosa,praveenbp21aug,1
ModiBharosa,praveenjainbjp,1
ModiBharosa,prayworkshine,1
ModiBharosa,predicto_praky,1
ModiBharosa,preeti3515,1
ModiBharosa,prembaweja55,1
ModiBharosa,prempoy30,1
ModiBharosa,provanjan999,1
ModiBharosa,pruthvidarshan5,1
ModiBharosa,pslosal,1
ModiBharosa,psoraganvi1,1
ModiBharosa,pushpendra_yuvi,1
ModiBharosa,puttarajksk,1
ModiBharosa,r_2008,1
ModiBharosa,raghuwanshi_d,2
ModiBharosa,raisina_insider,1
ModiBharosa,raisinanews,1
ModiBharosa,raj93shrma,1
ModiBharosa,raja1260,1
ModiBharosa,rajatbirth_1978,1
ModiBharosa,rajendrakul200,1
ModiBharosa,rajeshdchouhan,1
ModiBharosa,rajeshk72672743,2
ModiBharosa,rajivsarawagi,2
ModiBharosa,rajpath14365532,1
ModiBharosa,rakeshb71917365,2
ModiBharosa,rakeshs21611298,1
ModiBharosa,ramesh673s,1
ModiBharosa,rammohanbajpai,1
ModiBharosa,ramniwasb83,1
ModiBharosa,ramsesh2809,1
ModiBharosa,ramyavaran,1
ModiBharosa,ranjan999,1
ModiBharosa,ratansharda55,2
ModiBharosa,ravindramenkurk,1
ModiBharosa,ravirao83,1
