tweeters,retweeters,weight
rssurjewala,dewasisatpal,1
rssurjewala,dharamc05536997,2
rssurjewala,dharmmeena,1
rssurjewala,dhirend16266090,1
rssurjewala,dilawarit,1
rssurjewala,dixitvinod167,1
rssurjewala,drasanalikhan1,1
rssurjewala,drjadav,1
rssurjewala,drmalikkalam,1
rssurjewala,drraviphysio,1
rssurjewala,earlyseed1,1
rssurjewala,ejazr,1
rssurjewala,emanmann2,1
rssurjewala,emumec,1
rssurjewala,erramaninc,1
rssurjewala,fairviewpoint1,1
rssurjewala,faisalmalegaon,1
rssurjewala,faller18,1
rssurjewala,farhat_yk,1
rssurjewala,faridshaikh984,1
rssurjewala,farooque_s,1
rssurjewala,fbadgujar1,1
rssurjewala,furkansayed1,1
rssurjewala,fxbookers,1
rssurjewala,geetv79,1
rssurjewala,girish663,1
rssurjewala,gnh94ster,1
rssurjewala,goeltm_tg,1
rssurjewala,gopalsachdeva1,1
rssurjewala,hakimsaleh215,1
rssurjewala,hamadmomin,1
rssurjewala,hardevs97977417,1
rssurjewala,hariskirmani,1
rssurjewala,harmony1960,1
rssurjewala,hashtagfarziwal,2
rssurjewala,hero56223621,1
rssurjewala,humanistjayanta,1
rssurjewala,husnazaki,1
rssurjewala,hussainmusab123,1
rssurjewala,i_me_my5elf,1
rssurjewala,iamsmithaa,1
rssurjewala,ichbinujjaini,1
rssurjewala,ileshidoshi,1
rssurjewala,imfainaz,1
rssurjewala,imrankh23147478,1
rssurjewala,incindia,1
rssurjewala,iparthpatel,1
rssurjewala,jab9777,1
rssurjewala,jaijaicongress,2
rssurjewala,jatyanvijay,1
rssurjewala,jitendransui,1
rssurjewala,jiteshsachdeva0,1
rssurjewala,jk_coolguy,1
rssurjewala,jp_pwar,1
rssurjewala,jsk__11,1
rssurjewala,judets,1
rssurjewala,kailashjat,1
rssurjewala,kamalhaider1991,1
rssurjewala,kapilba31764279,1
rssurjewala,kapilreet,1
rssurjewala,kauserseema,1
rssurjewala,kcshukla6,1
rssurjewala,ketan99222,1
rssurjewala,keyur210112,1
rssurjewala,khadim_dar,1
rssurjewala,khurram1inc,1
rssurjewala,kmarkri,1
rssurjewala,kochar4himanshu,1
rssurjewala,konarkdixitkd,1
rssurjewala,kparveen2005,1
rssurjewala,kthakur76,1
rssurjewala,kuldeepdwived19,1
rssurjewala,kunalchoudhary_,1
rssurjewala,kunwarnagendra,1
rssurjewala,kushlanands,1
rssurjewala,lenahaitole,1
rssurjewala,liyakat9910,1
rssurjewala,logicalindianz,1
rssurjewala,lokeshsager96,1
rssurjewala,lop_india,1
rssurjewala,lyckushinagar,1
rssurjewala,mahaveernetaji,1
rssurjewala,mahesharma39,1
rssurjewala,mainavishal0018,1
rssurjewala,mamuni_ishita,1
rssurjewala,manasmallik2025,1
rssurjewala,maninde42125473,1
rssurjewala,manish_manisja,1
rssurjewala,manjujadhav_,1
rssurjewala,mardanamohit,1
rssurjewala,maxmelbin,1
rssurjewala,mdbaid,1
rssurjewala,mdshamshads57,1
rssurjewala,meenuji2,1
rssurjewala,mikedesai,1
rssurjewala,minnasood,1
rssurjewala,misirspeaks,1
rssurjewala,mkmlakumar,1
rssurjewala,mnakthar,1
rssurjewala,mohammedwasima3,1
rssurjewala,more18anna,1
rssurjewala,mrinendrasingh,1
rssurjewala,mrpankajsethi,1
rssurjewala,msinghmk,1
rssurjewala,msirsiwal,1
rssurjewala,naheedmalik24,1
rssurjewala,naishadhvyas,1
rssurjewala,narala_ratnaker,1
rssurjewala,narayanan_p,1
rssurjewala,narende95085739,1
rssurjewala,narpatsheth,1
rssurjewala,natasha_2o1o,1
rssurjewala,naveen1177,1
rssurjewala,newsninja,1
rssurjewala,nirala_st,1
rssurjewala,nmukhii,1
rssurjewala,noronhalynn,1
rssurjewala,office_of_sg,1
rssurjewala,paaruni,1
rssurjewala,padre9rr,1
rssurjewala,palakmisty11,1
rssurjewala,parveen_bhadoo,1
rssurjewala,pdrsudhakar,1
rssurjewala,phoenixmathew,1
rssurjewala,prajakt990,1
rssurjewala,preetirnair,1
rssurjewala,priyabratat,1
rssurjewala,puriyash41,1
rssurjewala,rahulja13034944,1
rssurjewala,raj5576,1
rssurjewala,rajendra006,1
rssurjewala,rajendra9414,1
rssurjewala,rajeshkocharek2,1
rssurjewala,rajnikanttiwa10,1
rssurjewala,rakeshrammi,1
rssurjewala,ramdaindia,1
rssurjewala,ramlaljatinc,1
rssurjewala,ranjit1442,1
rssurjewala,ravinderburari,1
rssurjewala,ravindramohanty,1
rssurjewala,realtruthpak,1
rssurjewala,retheeshraj10,1
rssurjewala,rizvisalim,1
rssurjewala,rkarnan,1
rssurjewala,rkmarar9,1
rssurjewala,rkyadav666,1
rssurjewala,rohillaneeru,1
rssurjewala,rohitpanwar9999,1
rssurjewala,romandsouza,1
rssurjewala,rooster16111611,1
rssurjewala,roshansonmi,1
rssurjewala,rrspoonia1,1
rssurjewala,rshaikh123,1
rssurjewala,ruthnora27,1
rssurjewala,rzk_ali,1
rssurjewala,sachina1982,1
rssurjewala,sachinraj2706,1
rssurjewala,sahil_rg,1
rssurjewala,saifi_inam,1
rssurjewala,sairahg,1
rssurjewala,sameer470,1
rssurjewala,sandeep_2021,1
rssurjewala,sandeep1481996,1
rssurjewala,sarcasticsaint,1
rssurjewala,satish_patidar_,1
rssurjewala,satishsheoran16,1
rssurjewala,sha_vajid,1
rssurjewala,shantanuaddict,1
rssurjewala,sharmistha_gk,1
rssurjewala,shreya7376,1
rssurjewala,shrutis04072118,1
rssurjewala,shyamlalaggarw1,1
rssurjewala,siddharth_majra,1
rssurjewala,siddiquemobin,1
rssurjewala,singhmahavir50,1
rssurjewala,skti1988,1
rssurjewala,smadygo,1
rssurjewala,smithtayal444,1
rssurjewala,snk238,1
rssurjewala,sonubha24368306,1
rssurjewala,srikantasingh,1
rssurjewala,srikanthrajeev,1
rssurjewala,sujitkumar5555,2
rssurjewala,sukhiim,1
rssurjewala,sumamaiyc,1
rssurjewala,sunil_iyc,1
rssurjewala,sunitawilson72,1
rssurjewala,sushilkaushik03,1
rssurjewala,sventure007,1
rssurjewala,syedmohdyasir3,1
rssurjewala,tanveer1729,1
rssurjewala,thecableguy201,1
rssurjewala,thekanishk,1
rssurjewala,tinni_aphrodite,1
rssurjewala,tshamsi88,1
rssurjewala,tussarjitu,1
rssurjewala,uttrakhand_pyc,1
rssurjewala,varunchaubey11,1
rssurjewala,vijay_hitaishi,1
rssurjewala,vijaykumarbans5,1
rssurjewala,vineetbakshi4,1
rssurjewala,vinodhum1,1
rssurjewala,virk_prabjot,1
rssurjewala,vishalkhadri1,1
rssurjewala,withcongressuk,1
rssurjewala,yogesverma85gma,1
rssurjewala,youngharyana,1
rssurjewala,zakirhu51007984,1
rssurjewala,zedlens,1
RuchiKom,goaltiwari,1
ruhitewari,akshaymore,1
ruhitewari,ash_ventura,1
ruhitewari,farhat_yk,1
ruhitewari,goinginni,1
ruhitewari,nishana_shan,1
ruhitewari,ptsayz,1
ruhitewari,rss_chaddi_wall,1
ruhitewari,saachin20,1
ruhitewari,shanmugam_18,1
ruhitewari,shashidharsm545,1
Rupalijee,grumpeoldman,1
rupasubramanya,_raja_babu,1
rupasubramanya,amoltikam,1
rupasubramanya,amz360,1
rupasubramanya,arunmcops,1
rupasubramanya,arushib93,1
rupasubramanya,bgopu1973,1
rupasubramanya,bkraina8700,1
rupasubramanya,ersakthivel1,1
rupasubramanya,indianmonk1,1
rupasubramanya,jumbohulk,1
rupasubramanya,kailashrjoshi,1
rupasubramanya,keerthibilugali,1
rupasubramanya,larger_picture,1
rupasubramanya,navbhaarat,1
rupasubramanya,outofofficerg,1
rupasubramanya,pappu_pedia,1
rupasubramanya,r_ktweet,1
rupasubramanya,ssai01,1
rupasubramanya,vinirish,1
s_cartoons,agrwal_akhil,1
s_cartoons,confusini,1
s_cartoons,devilofdevils7,1
s_cartoons,dipendradipzo,1
s_cartoons,iamritzv,1
s_cartoons,idilsay,1
s_cartoons,indiaaakash,1
s_cartoons,malathik1129,1
s_cartoons,nikbhojal,1
s_cartoons,pr_hp_bjp,1
s_cartoons,prakashsriv,1
s_cartoons,quest_illusion,1
s_cartoons,swetapadmadash,1
s_cartoons,uttamknights,1
s_manjari,tripathitweet28,1
s_manjari,veer_purush,1
saaxenanurag,jaikiranmaram,1
saaxenanurag,sanjaysaxena007,2
sabeaux,amitshuklao7,1
sajid_Yousuf_,_10compassion,1
sajid_Yousuf_,agarwal_navin,1
sajid_Yousuf_,alamgirizvi,1
sajid_Yousuf_,bikramrauta,1
sajid_Yousuf_,bnbagul,1
sajid_Yousuf_,divyajoshi5799,1
sajid_Yousuf_,honesty_4india,1
sajid_Yousuf_,kaisarganie26,1
sajid_Yousuf_,mohamme93502502,1
sajid_Yousuf_,shaikshafi,1
sajid_Yousuf_,usmanah51877972,1
SalmanSoz,shanmugam_18,1
sandipsabharwal,anurag29,1
sandipsabharwal,chandankmehta1,1
sandipsabharwal,chintan20,1
sandipsabharwal,dhruvbhim,2
sandipsabharwal,indian197400,1
sandipsabharwal,jaggu916,1
sandipsabharwal,narendrababuvs,1
sandipsabharwal,oshail,1
sandipsabharwal,patelpharm,1
sandipsabharwal,sridharroopa143,1
sandipsabharwal,tgsatish,1
Sanginamby,zaalimanna,1
sanjaybafna,abhigyanbafna,1
sanjaybafna,mukeshmrajat,1
sanjuydv,imfakhir,1
sanjuydv,shanmugam_18,1
SanklechaD,1karnareddy,1
sanmistryious,muh_pe_bolunga,1
saritray2001,sharroness,1
satishacharya,cpim_westbengal,1
satishacharya,cpimbadli,1
satishacharya,crdeepu,1
satishacharya,rb2504,1
satishacharya,southasiatimes,1
satishacharya,souvik_in,1
SatyendarJain,aap_parvinder,2
SatyendarJain,baislavivek,2
SatyendarJain,mejoycardoza,1
SatyendarJain,pyarapilot,1
SatyendarJain,rajkumarshrm8,1
SatyendarJain,saachin20,1
SatyendarJain,visilante10,1
SatyendarJain,vmkapre,2
SaundiD,das_prashant777,1
SAURAVK09644570,arunhda,1
SAURAVK09644570,bansodsada,1
SAURAVK09644570,citizenspov,1
SAURAVK09644570,ck54c,1
SAURAVK09644570,kiran_patniak,1
SAURAVK09644570,nilofar31,1
Savitri4Ever,savitri4ever,2
sawandutta,vinitadeshmukh,1
saxenask352,vmohan53,1
sbcltr,dingbong,1
ScrewedbyState,queerindia,1
ScrewedbyState,venki001,1
ScrewedbyState,whosgonegalt,1
SecretaryMEITY,alok_nayak,1
SecretaryMEITY,anand80k,1
SecretaryMEITY,aneeshputtady,1
SecretaryMEITY,anshumapandit90,1
SecretaryMEITY,ashuakt85,1
SecretaryMEITY,azuitshi,1
SecretaryMEITY,barwarsanjay,1
SecretaryMEITY,basayya_r,1
SecretaryMEITY,bgiddu,1
SecretaryMEITY,ckswetha1,1
SecretaryMEITY,cscegov_,1
SecretaryMEITY,goi_meity,1
SecretaryMEITY,harekrishna9001,1
SecretaryMEITY,isurenk,1
SecretaryMEITY,itmassliteracy,1
SecretaryMEITY,jaya_stpiblr,1
SecretaryMEITY,keerthimadhavi,1
SecretaryMEITY,kimeshchudasma,1
SecretaryMEITY,kscse2013,1
SecretaryMEITY,lokeshn85,1
SecretaryMEITY,marutiece,1
SecretaryMEITY,mganeshr1997,1
SecretaryMEITY,nayakmpl,1
SecretaryMEITY,outofofficerg,1
SecretaryMEITY,priyagautamjha,1
SecretaryMEITY,rahulssg,1
SecretaryMEITY,ranjanvkanchan,1
SecretaryMEITY,ravi_sc_stpi,1
SecretaryMEITY,ravikumar_ns,1
SecretaryMEITY,rohan91bose,1
SecretaryMEITY,senthilstpi,1
SecretaryMEITY,sgrajanblr,1
SecretaryMEITY,shrikant_stpib,1
SecretaryMEITY,stpibengaluru,1
SecretaryMEITY,stpigandhinagar,1
SecretaryMEITY,stpiindia,1
SecretaryMEITY,stpilucknow,1
SecretaryMEITY,stpimanjunathan,1
SecretaryMEITY,sushmaks2,1
SecretaryMEITY,tahers786,1
SecretaryMEITY,vivek_handoo,1
SethShruti,singandhupe,1
sffed,im_coaching,1
sffed,malstronikus,2
sffed,ruslan75j6belov,1
sffed,sfasiafinance,1
sffed,sffeded,1
SGGeet,nikitas73199810,1
SGGeet,sanjulovemyself,1
shaggyno1,atlantesindia,1
ShankhNaad,sriniwas007,1
SharathVS,sharathvs,1
SharmaKhemchand,atlantesindia,1
SharmaKhemchand,kapilgurjarbjp,1
sharmavaibhav20,sharmavaibhav20,1
shashidigital,anjuherself,1
shashidigital,rsrirams,1
shashidigital,rx676,1
shashidigital,tiwari_mukesh,1
shashidigital,vyomnaut,1
ShashiTharoor,12anjusri,1
ShashiTharoor,27a41de2a89b454,1
ShashiTharoor,aawara_aatma,1
ShashiTharoor,alfredsanders3,1
ShashiTharoor,aman_deepr,1
ShashiTharoor,amandubey_,1
ShashiTharoor,amar129438,1
ShashiTharoor,amit30980,2
ShashiTharoor,amiteshdubey,2
ShashiTharoor,amohit17,1
ShashiTharoor,anandkamal,1
ShashiTharoor,anchanlata,2
ShashiTharoor,animesh1804,1
ShashiTharoor,ankur2705,1
ShashiTharoor,anthonyjos,1
ShashiTharoor,anuraggarg11,1
ShashiTharoor,arafath700,1
ShashiTharoor,arijit599,1
ShashiTharoor,arnabcoaching,1
ShashiTharoor,arulbm,1
ShashiTharoor,arundhamija,1
ShashiTharoor,arviendvaghela,1
ShashiTharoor,asajidkhan78,1
ShashiTharoor,ashok25031962,1
ShashiTharoor,aslucs,1
ShashiTharoor,azhar2ajju,1
ShashiTharoor,b_richardn,1
ShashiTharoor,bantoshdayama,1
ShashiTharoor,belvinvaz,2
ShashiTharoor,bikashprdash,1
ShashiTharoor,billylinehan,1
ShashiTharoor,bspassanha,1
ShashiTharoor,c9feb8aefbaa42a,1
ShashiTharoor,calmgalin,2
ShashiTharoor,chalil,1
ShashiTharoor,cleviic,2
ShashiTharoor,congressall,1
ShashiTharoor,deeperdenluv,1
ShashiTharoor,dewasisatpal,1
ShashiTharoor,dheeraj8128,1
ShashiTharoor,dhongi_pandit,1
ShashiTharoor,disruptivedigit,1
ShashiTharoor,dm80185dinnu,1
ShashiTharoor,doofenshmertz,1
ShashiTharoor,dr_ranawat,1
ShashiTharoor,drhareeshkrishn,1
ShashiTharoor,drmalikkalam,1
ShashiTharoor,drmdqaiserimam2,1
ShashiTharoor,drsanjeevrajp4,1
ShashiTharoor,emanmann2,1
ShashiTharoor,erkuju,1
ShashiTharoor,faiyazkazi,1
ShashiTharoor,firozborbhuyan,1
ShashiTharoor,gaurav26rie,1
ShashiTharoor,girish6768,1
ShashiTharoor,goraikabi,1
ShashiTharoor,harmony1960,1
ShashiTharoor,hemantritu7,1
ShashiTharoor,himansh29466255,2
ShashiTharoor,himanshu3193,1
ShashiTharoor,husnaziauddin,3
ShashiTharoor,iamsmithaa,1
ShashiTharoor,iiffii_irf,1
ShashiTharoor,iinikomidanio,1
ShashiTharoor,imkp27,1
ShashiTharoor,inc_ramkesh,1
ShashiTharoor,inshal07,2
ShashiTharoor,iparthpatel,1
ShashiTharoor,itsbeingmad,1
ShashiTharoor,itsmkyadav,1
ShashiTharoor,itz_saurabh,1
ShashiTharoor,jab9777,1
ShashiTharoor,jaipurcongress,1
ShashiTharoor,jameelsjam,4
ShashiTharoor,jayasreevijayan,3
ShashiTharoor,jumanamn,1
ShashiTharoor,kachadhari,1
ShashiTharoor,kadavasach1,1
ShashiTharoor,kamalasethy,1
ShashiTharoor,kamrupexpress,1
ShashiTharoor,kaprathu,1
ShashiTharoor,karmveernsui,1
ShashiTharoor,khaleelwarsi,1
ShashiTharoor,kunalchoudhary_,1
ShashiTharoor,kurup62,1
ShashiTharoor,law_ninja,1
ShashiTharoor,lenahaitole,1
ShashiTharoor,mahesharma39,1
ShashiTharoor,mewithrg,1
ShashiTharoor,michelletate97,1
ShashiTharoor,mikedesai,1
ShashiTharoor,milindshah2006,1
ShashiTharoor,miradnan17,1
ShashiTharoor,mishraambrish06,1
ShashiTharoor,mkrathod4,1
ShashiTharoor,modiledubega,1
ShashiTharoor,mohan71105,1
ShashiTharoor,moin2_k,1
ShashiTharoor,monarchmeedas,1
ShashiTharoor,monicadubey,1
ShashiTharoor,mp_iyc,1
ShashiTharoor,mshivaram,1
ShashiTharoor,mudassi79076762,1
ShashiTharoor,muqeetshadab,1
ShashiTharoor,naveenkumarkn13,1
ShashiTharoor,nazarethnirmal,1
ShashiTharoor,niteshrajwade19,1
ShashiTharoor,nitinji38,1
ShashiTharoor,nixirits,1
ShashiTharoor,obada_safi,1
ShashiTharoor,omprakash1704,1
ShashiTharoor,pandya_pratap,1
ShashiTharoor,pappujk78,1
ShashiTharoor,paulstansilas,1
ShashiTharoor,pjustinantony,1
ShashiTharoor,prabhakarup1,1
ShashiTharoor,pravin2628,1
ShashiTharoor,princyhere,1
ShashiTharoor,priyabr54880988,1
ShashiTharoor,puriyash41,1
ShashiTharoor,rahul_birohar,1
ShashiTharoor,rahulhpyc,1
ShashiTharoor,rahulkajal3,1
ShashiTharoor,rajendra006,1
ShashiTharoor,rambabumetta2,1
ShashiTharoor,ramcham1,1
ShashiTharoor,rameshs37405714,1
ShashiTharoor,rash2787,1
ShashiTharoor,ravianand_gaur,1
ShashiTharoor,revimshan,1
ShashiTharoor,risknsui93,1
ShashiTharoor,rufinighat,1
ShashiTharoor,rzk_ali,3
ShashiTharoor,sacha_saeen,1
ShashiTharoor,saharzaman,1
ShashiTharoor,sahil_rg,1
ShashiTharoor,samchristyv,1
ShashiTharoor,sanjida_iqbal,2
ShashiTharoor,santoshetti,1
ShashiTharoor,sarikathapa24,1
ShashiTharoor,sashisimhan,1
ShashiTharoor,satish_patidar_,1
ShashiTharoor,saveetasawant,1
ShashiTharoor,sharikinc,1
ShashiTharoor,shaswatcool,1
ShashiTharoor,shekharsain1,1
ShashiTharoor,shekhrbhankrota,1
ShashiTharoor,shivaacsharma,1
ShashiTharoor,shivam_inc,2
ShashiTharoor,shubhamamdhare,1
ShashiTharoor,shubhpilot,1
ShashiTharoor,shyamlalaggarw1,1
ShashiTharoor,sid19952208,1
ShashiTharoor,simmiahuja_,1
ShashiTharoor,singhiyckundan,1
ShashiTharoor,sisir_pradhan,1
ShashiTharoor,socialrrajan,1
ShashiTharoor,sourabhprk,1
ShashiTharoor,spssm,1
ShashiTharoor,srinivasgandhe,1
ShashiTharoor,ssshukla4,1
ShashiTharoor,subin27989,1
ShashiTharoor,sukhiim,1
ShashiTharoor,suresh_ghuraiya,3
ShashiTharoor,suyash1503,1
ShashiTharoor,t_buffff,1
ShashiTharoor,tharoorbhakt,1
ShashiTharoor,tharooriankhan,2
ShashiTharoor,tharoorincian,1
ShashiTharoor,thebeerjunkie25,1
ShashiTharoor,thecontrarian01,1
ShashiTharoor,tinni_aphrodite,1
ShashiTharoor,tripathyankur87,1
ShashiTharoor,ts_singhdeo,1
ShashiTharoor,tweetmeatayush,1
ShashiTharoor,vedicpurush,1
ShashiTharoor,vimaltv1987,1
ShashiTharoor,vinod_jathanna,1
ShashiTharoor,vipuldxt_2015,1
ShashiTharoor,vivekmaddeshia,1
ShashiTharoor,vivektivari,1
ShashiTharoor,vj_devil007,1
ShashiTharoor,vsrikanth85,1
ShashiTharoor,wonam6,1
ShashiTharoor,yaabalfazl,1
ShashiTharoor,yarukalaravi,1
ShashiTharoor,yeldhow,1
ShashiTharoor,zohermalkapurw2,1
ShefVaidya,1karnareddy,2
ShefVaidya,abhifour,1
ShefVaidya,agoyr,1
ShefVaidya,anunayiitb,1
ShefVaidya,aplaxman,1
ShefVaidya,ashokrodgi,1
ShefVaidya,ashujoshi27,1
ShefVaidya,be_anurag,1
ShefVaidya,deepakpadki,1
ShefVaidya,drdiptipdas,1
ShefVaidya,girish_bapat,2
ShefVaidya,girishankavaram,1
ShefVaidya,honestwordsonly,2
ShefVaidya,jassing86358638,1
ShefVaidya,jeejaprash,1
ShefVaidya,khandelwalash1,1
ShefVaidya,lutyenwalabanda,1
ShefVaidya,mahyu211,1
ShefVaidya,mkmukeshmook,2
ShefVaidya,murthy_sowjanya,1
ShefVaidya,outofofficerg,1
ShefVaidya,pmadapalli,1
ShefVaidya,prabhav135,1
ShefVaidya,preyadevi5,1
ShefVaidya,pushyamitr,1
ShefVaidya,rajeetsinha,1
ShefVaidya,sainath_kits,2
ShefVaidya,sandeep21031983,1
ShefVaidya,shenoy70,1
ShefVaidya,shravankapoor1,1
ShefVaidya,soorajjkrishna,1
ShefVaidya,ssp79,1
ShefVaidya,sundarraajann,1
ShefVaidya,trustonlal1,1
ShefVaidya,truthawakes,1
ShefVaidya,tulsyanharsh,1
ShefVaidya,vaibhavg10,1
ShefVaidya,vaswaniravi,1
ShefVaidya,vjnam,1
ShefVaidya,yadangayach,1
Shehzad_Ind,aarfakhanam,1
shekhar_ojha,anvay_sharma,1
shekhar_ojha,dshekharojhafc,1
shekhar_ojha,fenkubhai,1
shilpakannan,1985jay,1
shilpakannan,ghaint_jatt88,1
shilpakannan,madhan_g,1
ShipraSuri,harishcnarang1,1
ShirishKunder,123nida321,2
ShirishKunder,6d91f0b718ad479,1
ShirishKunder,abhinavkhare28,1
ShirishKunder,ajayyakapur,1
ShirishKunder,akshaymore,1
ShirishKunder,amitazad67,1
ShirishKunder,amitksrawat,1
ShirishKunder,asimuddin_1997,2
ShirishKunder,balaindrajith,1
ShirishKunder,bhaktokabaap,2
ShirishKunder,biplab_2008,1
ShirishKunder,ck54c,1
ShirishKunder,cramanakumar,1
ShirishKunder,critic2015,1
ShirishKunder,darshan_sawe,1
ShirishKunder,delhi_kapil,1
ShirishKunder,djjpn,1
ShirishKunder,ehansari,1
ShirishKunder,ekalavya07,2
ShirishKunder,gyanendraw,1
ShirishKunder,haroonrulz,1
ShirishKunder,hibadnan,1
ShirishKunder,ideaofcongress,2
ShirishKunder,indian_bychoice,1
ShirishKunder,indiasbigdebate,1
ShirishKunder,jvsk3,1
ShirishKunder,kannadiga8,1
ShirishKunder,laboni276,1
ShirishKunder,m_salimuniya,1
ShirishKunder,mdsaif_alikhan,1
ShirishKunder,mrhindian,1
ShirishKunder,nandyala487,1
ShirishKunder,narayanannairpv,1
ShirishKunder,nirala_st,1
ShirishKunder,nivins84,1
ShirishKunder,proficient11,1
ShirishKunder,richasharma0971,1
ShirishKunder,riyazqureshi,1
ShirishKunder,sabnis_atmaram,1
ShirishKunder,shahab1956,1
ShirishKunder,sreeharsha2015,1
ShirishKunder,ssrk15,1
ShirishKunder,surekha7722,1
ShirishKunder,tanmya786t,1
ShirishKunder,trueindian131,1
ShirishKunder,tteerandaz,1
ShirishKunder,urstrulymuneer,1
ShirishKunder,viksbhatt,1
ShirishKunder,yashodanandans,1
ShomaChaudhury,pooja9394,1
Shr3yanshS,ana9mika,1
Shr3yanshS,krrisshna,1
Shr3yanshS,vasuht,1
shuvankr,dasgupta28,1
siddhu_75,smartcityfeed,1
SimplyShilpi_89,differotically,1
SinhaPune,namoksath,1
SinhaPune,sethichandigarh,1
siri_notsiri,embracetheart,1
sistlamurali,mega_murali,1
SJVatsal,premchandostwal,1
SJVatsal,rk_prk,1
SMedia4,shravankapoor1,1
smita_muk,bengalsanat,1
smita_muk,nusr100,1
sona2905,hkgupta16,1
sona2905,pradeep2192,1
sona2905,zijoomanish,1
soumikdas,emanmann2,1
soumikdas,vinaydokania,1
soumikdas,withcongodisha,1
spati2012,harvansh_batra,1
spati2012,malathik1129,1
spati2012,punjabimodern1,1
SpencerKarter,jamesjimcie,6
SreeIyer1,a31x64vijay,1
SreeIyer1,baburajvarma,1
SreeIyer1,nagas1454,1
SreeIyer1,pmadapalli,1
SreeIyer1,poonams13,1
SreeIyer1,prabhoopatel,3
SreeIyer1,sachin23kr,1
sreesurya5,badboypspk,1
sreesurya5,nandu_4everpk,1
SRGanguli1,vetri_vm,1
SRGanguli1,visaradah,1
srithh,bdeshbot,1
srithh,emanistnrn,1
ssurjewala,chottagappu,1
ssurjewala,indianrajneet,1
steve_hanke,derschuler,1
steve_hanke,dsgiri,1
steve_hanke,tokoho123,1
su_nils,baba_marx,1
su_nils,cpm_g8,1
su_nils,freedom_kerala,1
su_nils,g_uppy1,1
su_nils,malayali_m,1
subichaturvedi,rasita,1
subichaturvedi,subh851,1
sudarsansand,follow_dash,1
sudarsansand,imbhaumil,1
sudarsansand,kasimrazvi2,1
sudarsansand,kwatravipin,1
sudarsansand,livekanhaiya,1
sudarsansand,namobhakth,1
sudarsansand,nishi_sharmaa,1
sudarsansand,rahul_2277,1
sudarsansand,raviohere,1
sudarsansand,yuvrajyr,1
sukanyaiyer2,arunk5feb,1
sukanyaiyer2,asitawasthi_,1
sukanyaiyer2,bharativamsi,1
sukanyaiyer2,bjp_itcell_maha,1
sukanyaiyer2,idilsay,1
sukanyaiyer2,pkotekar,2
sukanyaiyer2,rakeshcoelho,1
sumitbhati2002,sumitbhati2002,1
sumitkashyapjha,abid_hussain,1
sumitkashyapjha,aquariantruths,1
sumitkashyapjha,fekubuster,1
sumitkashyapjha,kewrious,1
sumitkashyapjha,liberal_indian,1
sumitkashyapjha,mahajansid,1
sumitkashyapjha,msr_tweets,1
sumitkashyapjha,prakpuro,1
sumitkashyapjha,rahulein,1
SundayTweeter,sh98,1
sunil131415,1857penguin,1
sunil131415,doga_uncle,1
sunilrajguru,imsgsingh,1
SunilSinghBJP,everg3,1
Suparna_Singh,bindaas_jhakaas,1
sush091979,krishvm,1
SushmaMMaurya,jumle_baaz,1
SV99999,ramramji10008,1
SwachhPolitics,achinth,1
SwachhPolitics,barundebbarun,1
SwachhPolitics,simplecommonman,1
Swadlamudi,ahmedwasim553,1
swatisam,valsaw,1
SwatiSaxena1231,vinayparihar111,1
TalkOrTweets,brijwhiz,1
Tanim0104,alamhashmat9,1
Tanim0104,baisaaa,1
Tanim0104,balaindrajith,1
Tanim0104,khan74qa,1
Tanim0104,parwez1,1
Tanim0104,pkm370,1
TarekFatah,kumar_jasbir,1
TarekFatah,rrr23saini,1
TarekFatah,wneet2016,1
Tata_ValueHomes,saadhyudu2011,1
Tata_ValueHomes,vikasethi,1
TCS,dhananjai_hari,1
TCS,hexatata,1
TCS,hrisletinfotech,1
TCS,jeanguilherme__,1
TCS,kedarnathp,1
TCS,palumbo_lucio,1
TCS,pasamortgage,2
TCS,paulpushparaj1,1
TCS,sameerkinger,1
TCS,vadiashradha,1
tech2eets,firstpost,1
tech2eets,ratedsrk,1
thaneinfo,26arnavsagar,2
thaneinfo,mahadgipr,3
TheApplop,indiandropout,1
TheChaoticNinja,realsunilkumar,1
TheDarjChron,amit_ind,1
TheDarjChron,autosandeep,1
TheDarjChron,chacha_ninja,16
TheDarjChron,chandu532,1
TheDarjChron,dipendradipzo,2
TheDarjChron,drvsharma99,1
TheDarjChron,idilsay,1
TheDarjChron,jorebungley,2
TheDarjChron,krishna23377172,1
TheDarjChron,mahajanviv,1
TheDarjChron,malathik1129,1
TheDarjChron,naseeb54044589,1
TheDarjChron,prakashsriv,1
TheDarjChron,s_cartoons,2
TheDarjChron,shailendra1212,1
TheDarjChron,sudlimbu,1
TheDarjChron,tarakdhinga,1
TheDarjChron,vanderlust,1
TheDarjChron,wisernova,1
TheDarjChron,yashjourno_,1
TheHapppySoul,punitspeaks,1
theicai,govinms,1
TheMehulPatel,_sh5un3,1
TheMehulPatel,alngldan,1
TheMehulPatel,amledyak902,1
TheMehulPatel,benseiwyn,1
TheMehulPatel,cyn0230,1
TheMehulPatel,hlddlespotter,1
TheMehulPatel,hllariouspotato,1
TheMehulPatel,iayladgallagher,1
TheMehulPatel,j0shuadunaj,1
TheMehulPatel,jamescn0rman,1
TheMehulPatel,jasllssy,1
TheMehulPatel,jesiynnleee,1
TheMehulPatel,ltshaziq_,1
