"","X","Flow_from_user","Flow_to_user","flow"
"16458","salaudd87682118","kunal_391","salaudd87682118",0
"1457","Gadgets3608","kunal_das_civil","Gadgets360",1
"5550","thebetterindia","kunal_vaidya","thebetterindia",1
"13697","URautelaForever863","kunal3794","URautelaForever",1
"25","rssurjewala23","kunalchoudhary_","rssurjewala",1
"2610","ShashiTharoor24","kunalchoudhary_","ShashiTharoor",1
"2349","NilimDutta8","kunalsahay","NilimDutta",1
"4605","steve_hanke6","kunalsahay","steve_hanke",1
"7342","dhume3","kunalthekothari","dhume",1
"881","Joydeep_91136","kundanpathakk","Joydeep_911",1
"6626","IamRitzV12","kundanpugalia","IamRitzV",1
"4636","steve_hanke37","kundanshahi","steve_hanke",1
"827","gauravcsawant524","kunthavi5","gauravcsawant",1
"15346","Mash_Tweetwani","kunthavi5","Mash_Tweetwani",0
"14571","ShootinThoughts2","kunthavi5","ShootinThoughts",1
"74","rssurjewala72","kunwarnagendra","rssurjewala",1
"10859","geetv797","kurup62","geetv79",1
"3241","jamewils44","kurup62","jamewils",1
"2724","ShashiTharoor138","kurup62","ShashiTharoor",1
"13432","URautelaForever598","kush4ash","URautelaForever",1
"6121","jairajp24","kushagrarakesh","jairajp",1
"2169","ModiBharosa336","kushaltanna991","ModiBharosa",1
"4249","Ra_THORe11","kushaltanna991","Ra_THORe",1
"4866","UrjitPatelRBI5","kushaltanna991","UrjitPatelRBI",1
"7723","PallabB6","kushannandy","PallabB",1
"1973","ModiBharosa140","kushbansal","ModiBharosa",1
"193","rssurjewala191","kushlanands","rssurjewala",1
"11226","WhirlingDervesh1","kuttch_wala","WhirlingDervesh",1
"15395","AskAnshul13","kuunnik88","AskAnshul",1
"1987","ModiBharosa154","kuunnik88","ModiBharosa",1
"6997","MIB_India62","kuvam707","MIB_India",1
"2879","PIB_India64","kuvam707","PIB_India",1
"972","Joydas22","kv_divakarkv","Joydas",1
"514","gauravcsawant211","kvijayb1","gauravcsawant",1
"613","gauravcsawant310","kvikdev","gauravcsawant",1
"14306","rahulroushan227","kvn_athreya","rahulroushan",1
"17237","IncomeTaxIndia19","kvpconsultancy","IncomeTaxIndia",1
"1420","kapil_kausik3","kvquote","kapil_kausik",1
"6245","sudarsansand3","kwatravipin","sudarsansand",1
"4389","abhic_198317","kya_bakte_ho","abhic_1983",1
"14760","inNatGeo5","kyabaatum","inNatGeo",1
"18826","97b63c4d534546d","KyaKaise","97b63c4d534546d",-1
"18528","rajeshkumar5510","KyaKaise","rajeshkumar5510",-1
"3342","aartic0231","kziya743","aartic02",1
"10465","prettypadmaja2","l0vefr0mindia","prettypadmaja",1
"10374","_MiteshPatel43","labdhibadger","_MiteshPatel",1
"4990","ShirishKunder36","laboni276","ShirishKunder",1
"13284","URautelaForever450","lafadahaibaba","URautelaForever",1
"757","gauravcsawant454","lagaan_bagha","gauravcsawant",1
"17002","Timcast43","lagrowjamie","Timcast",1
"2089","ModiBharosa256","lahirisantanu","ModiBharosa",1
"19640","AAPNewsAlert17","lailafiaz","AAPNewsAlert",1
"6387","madskak28","lakshman_poma","madskak",1
"16782","parthology2","lakshmianand96","parthology",1
"10804","AdityaNair2026","lakshmikantseth","AdityaNair20",1
"15932","satishkumarm22","lakshmisri102","satishkumarm2",1
"14039","URautelaForever1205","lakshyaadvani","URautelaForever",1
"1525","DrGPradhan57","laleetkumarmund","DrGPradhan",1
"19341","PMonkeyHumanist","lalildehhboss","PMonkeyHumanist",1
"3829","DrKumarVishwas158","lalitch1989","DrKumarVishwas",1
"840","gauravcsawant537","lalitgolani","gauravcsawant",1
"14374","5Forty324","lalithkris","5Forty3",1
"4178","centerofright61","lalithkris","centerofright",1
"9422","InternetHinduz1","lalithkris","InternetHinduz",-1
"6498","ippatel26","lalithkris","ippatel",1
"2083","ModiBharosa250","lalithkris","ModiBharosa",1
"14539","5Forty3189","lalithseetharam","5Forty3",1
"10875","geetv7923","lalitkashyap9","geetv79",1
"4883","UrjitPatelRBI22","lalitsi61261037","UrjitPatelRBI",1
"10863","geetv7911","lalla_sharma","geetv79",1
"19950","Inshal072","lalla_sharma","Inshal07",1
"2110","ModiBharosa277","lallamitabh","ModiBharosa",1
"11860","TimesNow","lallamitabh","TimesNow",1
"9779","YesIamSaffron1","lallamitabh","YesIamSaffron",1
"515","gauravcsawant212","lals131999","gauravcsawant",1
"927","Joydeep_91182","lals131999","Joydeep_911",1
"14102","rahulroushan23","lals131999","rahulroushan",1
"3751","DrKumarVishwas80","lalsm","DrKumarVishwas",1
"10348","_MiteshPatel17","lalurohit1","_MiteshPatel",1
"18842","wahabtariqbutt","lamboomishra","wahabtariqbutt",0
"14426","5Forty376","lamestest","5Forty3",1
"9821","korgaons1","LangaMahesh","korgaons",-1
"11529","niyamatgarmala","LangaMahesh","niyamatgarmala",-1
"9398","shanmugam_183","LangaMahesh","shanmugam_18",1
"19776","gsailaja53","langdatyagi9","gsailaja5",1
"13249","URautelaForever415","laraduttafan1","URautelaForever",1
"17063","Timcast104","largepigeon","Timcast",1
"11662","rupasubramanya14","larger_picture","rupasubramanya",1
"19792","CiscoBlogs","larialgenviller","CiscoBlogs",0
"16493","d_seaman2","lassew87","d_seaman",1
"14382","5Forty332","lastbench_","5Forty3",1
"12845","URautelaForever11","lastbench_","URautelaForever",1
"3838","DrKumarVishwas167","latapatil5","DrKumarVishwas",1
"13274","URautelaForever440","latin4ulatin","URautelaForever",1
"15830","HumorMinistry10","laughingshot","HumorMinistry",1
"1290","pGurus124","lava_agarwal","pGurus1",1
"19929","krupasp","laveenavgupta","krupasp",0
"2662","ShashiTharoor76","law_ninja","ShashiTharoor",1
"11464","chetankul","laxman_xy","chetankul",-1
"11139","jaiwanth1","laxman_xy","jaiwanth1",-1
"11548","jaykumarchoube","laxman_xy","jaykumarchoube",-1
"1620","kanimozhi56","laxman_xy","kanimozhi",1
"11214","kanotraharish","laxman_xy","kanotraharish",-1
"11469","mvmeet","laxman_xy","mvmeet",-1
"6759","shravankapoor13","laxman_xy","shravankapoor1",-1
"9440","sonal_315591","laxman_xy","sonal_31559",-1
"11444","utkarshashish","laxman_xy","utkarshashish",-1
"10051","wittyparag","laxman_xy","wittyparag",-1
"17192","AmeetV33","laxman6699","AmeetV3",1
"8769","barbarindian","laxmisagarnitw","barbarindian",1
"954","Joydas4","laxmisagarnitw","Joydas",1
"1262","roshankar16","laxmisagarnitw","roshankar",1
"15330","LionelMedia18","lazarussin","LionelMedia",1
"12881","URautelaForever47","ldsn2n4wcptpqsd","URautelaForever",1
"14819","priyaakulkarni219","leadingdayo","priyaakulkarni2",1
"14762","inNatGeo7","leahcy6","inNatGeo",1
"15339","LionelMedia27","leann_bach","LionelMedia",1
"15031","rsprasad2","leeee1511","rsprasad",1
"9683","BatchMasterInd","leena_masih","BatchMasterInd",1
"4692","steve_hanke93","leena679","steve_hanke",1
"6789","taxmannindia","legalassistadv","taxmannindia",0
"1086","Atheist_Krishna22","legenddhananjay","Atheist_Krishna",1
"19250","amazingatheist3","legendofkafei","amazingatheist",1
"6235","nipfp_org_in","lekhachakrabor1","nipfp_org_in",0
"16477","ram2sun3","lemmyryans","ram2sun",1
"57","rssurjewala55","lenahaitole","rssurjewala",1
"2665","ShashiTharoor79","lenahaitole","ShashiTharoor",1
"1651","kanimozhi87","leninchomsky","kanimozhi",1
"14643","GreatGameIndia9","lentecurrite","GreatGameIndia",1
"13497","URautelaForever663","leox9x","URautelaForever",1
"13867","URautelaForever1033","leshonjl","URautelaForever",1
"6209","DrShobha29","lethalw2010","DrShobha",1
"2147","ModiBharosa314","letsplay121","ModiBharosa",1
"19004","piushtomar","Lexmeridian","piushtomar",0
"15649","PaulTassi2","lia_ferrante","PaulTassi",1
"16188","Sarah__Reynolds4","liannerowepop","Sarah__Reynolds",1
"7561","sumitkashyapjha3","liberal_indian","sumitkashyapjha",1
"5740","JaiPoswal19956","libran1304","JaiPoswal1995",1
"14442","5Forty392","librarulz","5Forty3",1
"16818","aaanupriyaaa25","lievantamillar","aaanupriyaaa",1
"3135","ItzCash2","lightspeedindia","ItzCash",1
"5629","dna49","lilakanta","dna",1
"602","gauravcsawant299","lillymarypinto","gauravcsawant",1
"19343","PMonkeyHumanist2","lin__nicolee","PMonkeyHumanist",1
"17357","brokenf8","LindaRockers","brokenf8",-1
"17375","cynthiaj5112","LindaRockers","cynthiaj5112",-1
"17365","deborahjlundy","LindaRockers","deborahjlundy",-1
"3278","jamewils81","lintoji","jamewils",1
"4650","steve_hanke51","lintoji","steve_hanke",1
"15689","GauravPandhi13","linus_aniar","GauravPandhi",1
"4754","steve_hanke155","lionelaranha","steve_hanke",1
"15783","allenelectric","LionelMedia","allenelectric",-1
"15700","ankstoy","LionelMedia","ankstoy",-1
"15743","barnes_law","LionelMedia","barnes_law",-1
"15785","bffjjaddict","LionelMedia","bffjjaddict",-1
"15867","blackflag_2012","LionelMedia","blackflag_2012",-1
"15311","bobeddings","LionelMedia","bobeddings",-1
"15885","cariboukitty","LionelMedia","cariboukitty",-1
"15873","cm5252","LionelMedia","cm5252",-1
"15883","cousin_dave","LionelMedia","cousin_dave",-1
"15868","dangerburch","LionelMedia","dangerburch",-1
"15746","dennyhooven","LionelMedia","dennyhooven",-1
"15751","deplorableminx","LionelMedia","deplorableminx",-1
"15884","djtrublends","LionelMedia","djtrublends",-1
"15784","donk3ykr4p","LionelMedia","donk3ykr4p",-1
"15876","eyegloarts","LionelMedia","eyegloarts",-1
"15787","ggrimaldo123","LionelMedia","ggrimaldo123",-1
"15888","ginothebeagle","LionelMedia","ginothebeagle",-1
"15780","hammslicer","LionelMedia","hammslicer",-1
"15788","idrifter","LionelMedia","idrifter",-1
"15703","janstevenson9","LionelMedia","janstevenson9",-1
"15789","jsyorks","LionelMedia","jsyorks",-1
"15742","karenbrown732","LionelMedia","karenbrown732",-1
"15745","kennylatimer216","LionelMedia","kennylatimer216",-1
"15886","kikilauridsen","LionelMedia","kikilauridsen",-1
"15871","lazarussin","LionelMedia","lazarussin",-1
"15887","leann_bach","LionelMedia","leann_bach",-1
"15890","marthahotz","LionelMedia","marthahotz",-1
"15877","politiburr","LionelMedia","politiburr",-1
"15878","politicspeach","LionelMedia","politicspeach",-1
"15891","reportswansen","LionelMedia","reportswansen",-1
"15893","ruffshenanigans","LionelMedia","ruffshenanigans",-1
"15752","spyvsspy0wnzu","LionelMedia","spyvsspy0wnzu",-1
"15889","trumpocrat17","LionelMedia","trumpocrat17",-1
"15894","truthisall1","LionelMedia","truthisall1",-1
"6888","vikramreuters3","lionelralaurent","vikramreuters",1
"15712","Lukewearechange4","lipstick_pitty","Lukewearechange",1
"3562","RoflGandhi_77","liqui_dr0p","RoflGandhi_",1
"16267","Nr_Shiralkar16","live_hardik","Nr_Shiralkar",1
"6246","sudarsansand4","livekanhaiya","sudarsansand",1
"12853","URautelaForever19","livekanhaiya","URautelaForever",1
"17453","bernierockson","LivingOnChi","bernierockson",-1
"17461","isotopec141","LivingOnChi","isotopec14",-1
"16199","jenkh","LivingOnChi","jenkh",-1
"17399","netminnow","LivingOnChi","netminnow",-1
"17393","oldsilaswebster","LivingOnChi","oldsilaswebster",-1
"17384","rjsulzer","LivingOnChi","rjsulzer",-1
"17397","rodgerclark66","LivingOnChi","rodgerclark66",-1
"17394","saywhat83040737","LivingOnChi","saywhat83040737",-1
"17448","stopcampfield","LivingOnChi","stopcampfield",-1
"17450","vague_reality","LivingOnChi","vague_reality",-1
"12113","NagasConnect","livmilind","NagasConnect",0
"39","rssurjewala37","liyakat9910","rssurjewala",1
"1974","ModiBharosa141","lks196512","ModiBharosa",1
"11339","allstartupsin1","llstartupsin","allstartupsin",1
"16765","JPAL_Global13","ln_anderson","JPAL_Global",1
"13816","URautelaForever982","loadedtejas","URautelaForever",1
"8588","gautam4783","LocalPressCo","gautam4783",-1
"5145","news_houndz","LocalPressCo","news_houndz",-1
"11030","vinit_shah1","LODHA","vinit_shah1",0
"9639","anisaz9_basit","lodhamar","anisaz9_basit",-1
"8773","barbarindian4","lodhamar","barbarindian",1
"1380","Hemant_8052","lodhamar","Hemant_80",1
"15075","Ind_Arya1","lodhamar","Ind_Arya",1
"6103","jairajp6","lodhamar","jairajp",1
"3894","DrKumarVishwas223","logical_aadmi","DrKumarVishwas",1
"14820","priyaakulkarni220","logical_bihari","priyaakulkarni2",1
"230","rssurjewala228","logicalindianz","rssurjewala",1
"587","gauravcsawant284","login2bigbang","gauravcsawant",1
"1679","kanimozhi115","lohana1983","kanimozhi",1
"4916","niteshplatinum","lohana1983","niteshplatinum",-1
"2052","ModiBharosa219","lokesh_kote","ModiBharosa",1
"6200","DrShobha20","lokeshbharadwaj","DrShobha",1
"2191","ModiBharosa358","lokeshbharadwaj","ModiBharosa",1
"14961","SecretaryMEITY10","lokeshn85","SecretaryMEITY",1
"239","rssurjewala237","lokeshsager96","rssurjewala",1
"14404","5Forty354","lokkku","5Forty3",1
"14234","rahulroushan155","loliyapa","rahulroushan",1
"19569","sahmed0024","lone_mubashir","sahmed0024",0
"16194","Sarah__Reynolds10","long_archer","Sarah__Reynolds",1
"3565","RoflGandhi_80","loovkush","RoflGandhi_",1
"273","rssurjewala271","lop_india","rssurjewala",1
"13736","URautelaForever902","lordkejriwal","URautelaForever",1
"5098","raveeshbhalla7","lordoftheshibs","raveeshbhalla",1
"17027","Timcast68","lorimerchant3","Timcast",1
"2347","NilimDutta6","lostmytongue","NilimDutta",1
"18887","RubinOfAkkad2","lotionofmotion","RubinOfAkkad",1
"13735","URautelaForever901","lotus_rex","URautelaForever",1
"12979","URautelaForever145","lov_swasan","URautelaForever",1
"10071","MoviezAdda","loveeach","MoviezAdda",1
"1370","Hemant_8042","lovekeshjoshi","Hemant_80",1
"13674","URautelaForever840","lovely_aq","URautelaForever",1
"3314","aartic023","lovely_phaaji","aartic02",1
"2384","ashu3page10","lovely_phaaji","ashu3page",1
"8770","barbarindian1","lovely_phaaji","barbarindian",1
"1355","Hemant_8027","lovely_phaaji","Hemant_80",1
"20371","chyprashant","Lovely_Sathish","chyprashant",0
"15440","AskAnshul58","lovelyyy300","AskAnshul",1
"605","gauravcsawant302","lrsingh2004","gauravcsawant",1
"14393","5Forty343","ls2008","5Forty3",1
"10397","adityas24663581","ls2008","adityas24663581",-1
"2782","dhriyamana1","ls2008","dhriyamana",-1
"10408","ersakthivel1","ls2008","ersakthivel1",-1
"10427","harishs66284892","ls2008","harishs66284892",-1
"9324","kriris33223","ls2008","kriris3322",-1
"10314","mahabeerr","ls2008","mahabeerr",-1
"9504","priyankar_1","ls2008","priyankar_",-1
"10422","theway2pawan","ls2008","theway2pawan",-1
"19778","gsailaja55","lt_anaya","gsailaja5",1
"685","gauravcsawant382","ltcol_ahluwalia","gauravcsawant",1
"7502","TheMehulPatel4","ltshaziq_","TheMehulPatel",1
"19593","jbuitrago","lucasllach","jbuitrago",1
"16396","CGDev4","luciaruggiero","CGDev",1
"10914","AjoyAshirwad","lucifer_damned","AjoyAshirwad",0
"3756","DrKumarVishwas85","luckmankhan39","DrKumarVishwas",1
"13727","URautelaForever893","lucky_1627","URautelaForever",1
"17826","AKOUL4774","lucky19652000","AKOUL4774",1
"14210","rahulroushan131","luckyfresh","rahulroushan",1
"13967","URautelaForever1133","luckysh657470","URautelaForever",1
"16245","kingchiru15","luisvilelara","kingchiru15",1
"17007","Timcast48","lukerebber","Timcast",1
"16734","_yvonneburton","Lukewearechange","_yvonneburton",-1
"18976","anon_emy","Lukewearechange","anon_emy",-1
"17144","bladerunner5375","Lukewearechange","bladerunner5375",-1
"17185","cindykayhogan1","Lukewearechange","cindykayhogan1",-1
"16491","d_seaman","Lukewearechange","d_seaman",-1
"16771","didyouyarnthat","Lukewearechange","didyouyarnthat",-1
"17181","hellchrist111","Lukewearechange","hellchrist111",-1
"17159","hmsharer","Lukewearechange","hmsharer",-1
"16790","jonfitchdotnet","Lukewearechange","jonfitchdotnet",-1
"16700","lipstick_pitty","Lukewearechange","lipstick_pitty",-1
"17182","martinelki","Lukewearechange","martinelki",-1
"17131","mento7370","Lukewearechange","mento7370",-1
"17175","nacv2000","Lukewearechange","nacv2000",-1
"16890","paul3692509","Lukewearechange","paul3692509",-1
"17135","poisonousfog","Lukewearechange","poisonousfog",-1
"17169","rchandler312","Lukewearechange","rchandler312",-1
"15707","serengetisun","Lukewearechange","serengetisun",-1
"16557","summerbreeze712","Lukewearechange","summerbreeze712",-1
"16015","vsingh2014","Lukewearechange","vsingh2014",-1
"3541","RoflGandhi_56","luttapi2","RoflGandhi_",1
"18809","yksingh261","luttapi2","yksingh26",1
"3109","ShefVaidya28","lutyenwalabanda","ShefVaidya",1
"15792","Luvmunkey","luvmunkey","Luvmunkey",0
"15791","luvmunkey","Luvmunkey","luvmunkey",0
"12207","BajajAllianzLIC19","luzbelenlaria","BajajAllianzLIC",1
"4274","Ra_THORe36","lvkmum","Ra_THORe",1
"96","rssurjewala94","lyckushinagar","rssurjewala",1
"17078","Timcast119","lynn6319","Timcast",1
"18888","RubinOfAkkad3","lynninthetrees","RubinOfAkkad",1
"20093","tutor2uGeoff","lyonettehelen","tutor2uGeoff",1
"8960","DharmicFundoo2","lzylion","DharmicFundoo",1
"641","gauravcsawant338","lzylion","gauravcsawant",1
"12333","kumaratul12","lzylion","kumaratul12",-1
"10289","BspUp201713","m_ahkhan","BspUp2017",1
"7484","DaaruBaazMehta15","m_ahkhan","DaaruBaazMehta",1
"3950","DrKumarVishwas279","m_ahkhan","DrKumarVishwas",1
"15805","JustinSandefur7","m_clem","JustinSandefur",1
"20305","Abhishek35921","m_desikan","Abhishek3592",1
"18886","RubinOfAkkad1","m_essa91","RubinOfAkkad",1
"8407","NewDelhiTimesIN2","m_r_ahir","NewDelhiTimesIN",1
"4967","ShirishKunder13","m_salimuniya","ShirishKunder",1
"3067","rishibagree4","m_susmita","rishibagree",1
"7509","TheMehulPatel11","m0nerhbm","TheMehulPatel",1
"6378","madskak19","ma28nav","madskak",1
"13501","URautelaForever667","maaki_aankh","URautelaForever",1
"14156","rahulroushan77","maan_ki__baat","rahulroushan",1
"746","gauravcsawant443","maasipanguni","gauravcsawant",1
"5792","kattu_ak","MaayaaSarabhai","kattu_ak",1
"15542","daves_folly","macrodidact","daves_folly",0
"13853","URautelaForever1019","madaan9","URautelaForever",1
"7658","MinIT_Telangana32","madanmohanakut1","MinIT_Telangana",1
"2495","ashu3page121","maddy_saheb","ashu3page",1
"2286","ModiBharosa453","madeinindiaaaa","ModiBharosa",1
"14807","priyaakulkarni27","madeinindiaaaa","priyaakulkarni2",1
"922","Joydeep_91177","madhabp1","Joydeep_911",1
"11418","shilpakannan2","madhan_g","shilpakannan",1
"14553","5Forty3203","madhav9nath1","5Forty3",1
"512","gauravcsawant209","madhava61","gauravcsawant",1
"15435","AskAnshul53","madhavk88","AskAnshul",1
"5294","madhuhalkani","madhuhalkani","madhuhalkani",0
"5295","madhuhalkani1","madhuhalkani","madhuhalkani",0
"16139","mahcongress11","madhukar2117","mahcongress",1
"9601","pragya_bhushan9","madhukarkumar12","pragya_bhushan",1
"8421","FrustIndian8","madkatte","FrustIndian",1
"16495","d_seaman4","madlovemomma","d_seaman",1
"5046","godavar6","madmanweb","godavar",1
"3203","jamewils6","madmanweb","jamewils",1
"9997","aawazindiaki","madskak","aawazindiaki",-1
"9959","abhiknotty","madskak","abhiknotty",-1
"9689","abhipar7","madskak","abhipar7",-1
"10089","ad4justice","madskak","ad4justice",-1
"10096","ankesh7006","madskak","ankesh7006",-1
"10111","ashokepandit","madskak","ashokepandit",-1
"9993","awachar1983","madskak","awachar1983",-1
"10068","bkraina87001","madskak","bkraina8700",-1
"8385","cajainpranav","madskak","cajainpranav",-1
"9451","deymunki_9","madskak","deymunki_9",-1
"9938","ermanohar009","madskak","ermanohar009",-1
"9189","geet287411091","madskak","geet28741109",-1
"9816","gitamehta65","madskak","gitamehta65",-1
"9859","i_neerav2","madskak","i_neerav",-1
"10054","j1g4r","madskak","j1g4r",-1
"9694","justshivas","madskak","justshivas",-1
"10140","kuhukhanna","madskak","kuhukhanna",-1
"9994","lakshman_poma","madskak","lakshman_poma",-1
"9839","ma28nav","madskak","ma28nav",-1
"8673","manishjagtap071","madskak","manishjagtap07",-1
"10098","milindshah20061","madskak","milindshah2006",-1
"1904","ModiBharosa71","madskak","ModiBharosa",1
"10092","modichirag1974","madskak","modichirag1974",-1
"10109","monulko","madskak","monulko",-1
"10049","mspalv76","madskak","mspalv76",-1
"10066","mukesh_k1","madskak","mukesh_k1",-1
"7236","newsanti2","madskak","newsanti",-1
"7572","nirbhaisingh073","madskak","nirbhaisingh07",-1
"10088","ororaborealis","madskak","ororaborealis",-1
"10122","padiram","madskak","padiram",-1
"3418","parthpa072418005","madskak","parthpa07241800",-1
"7608","pawanjrai1","madskak","pawanjrai",-1
"9720","prashantjatia","madskak","prashantjatia",-1
"9685","praveengarg3","madskak","praveengarg3",-1
"9467","rahulsinghcr7","madskak","rahulsinghcr7",-1
"9986","ranaji0078","madskak","ranaji0078",-1
"9842","refugeeblueskp","madskak","refugeeblueskp",-1
"10053","rohitmishra183","madskak","rohitmishra183",-1
"9875","sachinaj2001","madskak","sachinaj2001",-1
"10105","shaan27","madskak","shaan27",-1
"7272","shankerputra2","madskak","shankerputra",-1
"7556","sidharth_menon","madskak","sidharth_menon",-1
"6335","suhana416","madskak","suhana41",-1
"9958","swapneel_potdar","madskak","swapneel_potdar",-1
"10110","twtprashant_189","madskak","twtprashant_189",-1
"10107","vatsmanoj551","madskak","vatsmanoj55",-1
"6452","yadangayach2","madskak","yadangayach",-1
"18751","KiranKS5","madsoraba","KiranKS",1
"20574","ATEKAssetScan14","maeva__davis","ATEKAssetScan",1
"19938","bala217","MagChennai","bala217",0
"13638","URautelaForever804","magicaldreams19","URautelaForever",1
"2472","ashu3page98","magicbull1962","ashu3page",1
"17050","Timcast91","magliaro_tony","Timcast",1
"4058","RealHistoryPic19","mah2498","RealHistoryPic",1
"10256","ls20083","mahabeerr","ls2008",1
"12621","thaneinfo1","mahadgipr","thaneinfo",1
"19756","PiyushGoyalOffc79","mahagovernment","PiyushGoyalOffc",1
"14903","Janamejayan4","mahaishwar","Janamejayan",1
"7564","sumitkashyapjha6","mahajansid","sumitkashyapjha",1
"2231","ModiBharosa398","mahajanviv","ModiBharosa",1
"7195","TheDarjChron10","mahajanviv","TheDarjChron",1
"3933","DrKumarVishwas262","mahantesharali","DrKumarVishwas",1
"14565","5Forty3215","mahanteshneel","5Forty3",1
"5666","indianyogi","maharajkoul","indianyogi",1
"15933","satishkumarm23","maharshi101","satishkumarm2",1
"2429","ashu3page55","mahaveernetaji","ashu3page",1
"92","rssurjewala90","mahaveernetaji","rssurjewala",1
"20099","126_sonu","mahcongress","126_sonu",-1
"20084","126sudhir","mahcongress","126sudhir",-1
"20085","akraman65942826","mahcongress","akraman65942826",-1
"19309","amitkad12","mahcongress","amitkad12",-1
"20250","anandrai280","mahcongress","anandrai280",-1
"20258","asutoshap","mahcongress","asutoshap",-1
"20082","babangaikwad12","mahcongress","babangaikwad12",-1
"20088","bccmalkapur1","mahcongress","bccmalkapur1",-1
"20240","bhupender1956","mahcongress","bhupender1956",-1
"20257","bhupendergupta7","mahcongress","bhupendergupta7",-1
"20239","bpramodg3","mahcongress","bpramodg3",-1
"10516","braveindianmax2","mahcongress","braveindianmax",-1
"20247","devesh_nikale","mahcongress","devesh_nikale",-1
"20234","digantaapcc","mahcongress","digantaapcc",-1
"20221","dipa2017","mahcongress","dipa2017",-1
"20223","gaanga2016","mahcongress","gaanga2016",-1
"11058","goeltm_tg5","mahcongress","goeltm_tg",-1
"19991","jdhankikar","mahcongress","jdhankikar",-1
"20260","kjramkunwar","mahcongress","kjramkunwar",-1
"20243","knima766","mahcongress","knima766",-1
"20252","komalshaha45","mahcongress","komalshaha45",-1
"20077","krishanadvani","mahcongress","krishanadvani",-1
"20081","madhukar2117","mahcongress","madhukar2117",-1
"20086","marvin1270","mahcongress","marvin1270",-1
"20255","mayurimpccsm","mahcongress","mayurimpccsm",-1
"20242","mro_products","mahcongress","mro_products",-1
"20089","naiktulshiram","mahcongress","naiktulshiram",-1
"20232","pankaj_congress","mahcongress","pankaj_congress",-1
"20253","poojashale","mahcongress","poojashale",-1
"20080","raashibg","mahcongress","raashibg",-1
"20245","rahul_126","mahcongress","rahul_126",-1
"20248","ramesh_khilwani","mahcongress","ramesh_khilwani",-1
"20249","raojyoti789","mahcongress","raojyoti789",-1
"20078","reenaa2017","mahcongress","reenaa2017",-1
"20079","sakshii82","mahcongress","sakshii82",-1
"20032","sanjays62023183","mahcongress","sanjays62023183",-1
"20244","sheetaldesai4","mahcongress","sheetaldesai4",-1
"20241","sonianair9","mahcongress","sonianair9",-1
"20251","sunilsakpal6","mahcongress","sunilsakpal6",-1
"20098","sunnyps11","mahcongress","sunnyps11",-1
"20216","sush029","mahcongress","sush029",-1
"20222","sweety20161","mahcongress","sweety20161",-1
"19654","truthprevail3","mahcongress","truthprevail3",-1
"20256","truthspeaks99","mahcongress","truthspeaks99",-1
"20254","varmaankit752","mahcongress","varmaankit752",-1
"20237","vierendra","mahcongress","vierendra",-1
"20207","vinay_khamkar","mahcongress","vinay_khamkar",-1
"16127","wailkar_nandu","mahcongress","wailkar_nandu",-1
"1596","kanimozhi32","mahendra3","kanimozhi",1
"14875","priyaakulkarni275","mahendraajakhar","priyaakulkarni2",1
"14477","5Forty3127","mahendrachjoshi","5Forty3",1
"13230","URautelaForever396","mahendraphysics","URautelaForever",1
"1981","ModiBharosa148","mahesha_p","ModiBharosa",1
"43","rssurjewala41","mahesharma39","rssurjewala",1
"2630","ShashiTharoor44","mahesharma39","ShashiTharoor",1
"10207","CNNnews181","maheshc00143011","CNNnews18",1
"5434","avinash_mailme3","MaheshJagga","avinash_mailme",1
"5660","criminalsi66","MaheshJagga","criminalsi66",-1
"1813","innovativehindu5","MaheshJagga","innovativehindu",1
"5675","utpalksharma","MaheshJagga","utpalksharma",-1
"9667","AnjuNagarajan2","maheshjaiswal36","AnjuNagarajan",1
"9678","iSKatiyar2","maheshjaiswal36","iSKatiyar",1
"9597","pragya_bhushan5","maheshjaiswal36","pragya_bhushan",1
"14118","rahulroushan39","maheshjaiswal36","rahulroushan",1
"3694","DrKumarVishwas23","maheshmeena1967","DrKumarVishwas",1
"5331","bsindia8","maheshneel","bsindia",1
"13698","URautelaForever864","maheshpmurkute","URautelaForever",1
"4259","Ra_THORe21","mahi_2709","Ra_THORe",1
"1398","MahikaInfra3","mahikainfra","MahikaInfra",1
"7496","alokkum096928081","MahikaInfra","alokkum09692808",-1
"4859","baskodigama","MahikaInfra","baskodigama",-1
"1394","gajjarbharatc","MahikaInfra","gajjarbharatc",-1
"7429","harvansh_batra1","MahikaInfra","harvansh_batra",-1
"4464","mahikainfra","MahikaInfra","mahikainfra",-1
"5056","mahikainfra_fc","MahikaInfra","mahikainfra_fc",-1
"8157","modimay12","MahikaInfra","modimay12",-1
"4435","preetranjansama","MahikaInfra","preetranjansama",-1
"12263","s_singh1974","MahikaInfra","s_singh1974",-1
"4436","sachinahirrao1","MahikaInfra","sachinahirrao1",-1
"8299","satyaprakashty1","MahikaInfra","satyaprakashty1",-1
"12115","shuklajitups","MahikaInfra","shuklajitups",-1
"4946","sudhirputhran","MahikaInfra","sudhirputhran",-1
"4555","swatchbharat4u","MahikaInfra","swatchbharat4u",-1
"5036","thagguwal","MahikaInfra","thagguwal",-1
"9727","victoryvinoll","MahikaInfra","victoryvinoll",-1
"8664","vijayinder_vats","MahikaInfra","vijayinder_vats",-1
"1403","MahikaInfra8","mahikainfra_fc","MahikaInfra",1
"938","Joydeep_91193","mahinder_sidhu","Joydeep_911",1
