"","X","Flow_from_user","Flow_to_user","flow"
"612","gauravcsawant309","rutdirectory","gauravcsawant",1
"142","rssurjewala140","ruthnora27","rssurjewala",1
"836","gauravcsawant533","rutulsuthar","gauravcsawant",1
"16256","Nr_Shiralkar5","rutvikmodi18","Nr_Shiralkar",1
"5891","amishra778","rvasisht","amishra77",1
"20378","jayanth40830762","rvasisht","jayanth40830762",-1
"16032","MilanV14","rvdilip","MilanV",1
"19053","hi_paresh25","rverm88","hi_paresh",1
"7626","MinIT_Telangana","rvidhya19","MinIT_Telangana",1
"5180","jackerhack9","rvp","jackerhack",1
"6917","11","rwdrg","",1
"5907","shashidigital4","rx676","shashidigital",1
"4671","steve_hanke72","rxap23","steve_hanke",1
"15670","moredeplorable","ryanward87","moredeplorable",0
"76","rssurjewala74","rzk_ali","rssurjewala",1
"2704","ShashiTharoor118","rzk_ali","ShashiTharoor",1
"5726","agrwal_akhil2","s_cartoons","agrwal_akhil",-1
"9869","confusini","s_cartoons","confusini",-1
"9730","devilofdevils7","s_cartoons","devilofdevils7",-1
"7082","dipendradipzo3","s_cartoons","dipendradipzo",-1
"9715","iamritzv","s_cartoons","iamritzv",-1
"7353","idilsay2","s_cartoons","idilsay",-1
"5798","indiaaakash1","s_cartoons","indiaaakash",-1
"6653","malathik11292","s_cartoons","malathik1129",-1
"9865","nikbhojal","s_cartoons","nikbhojal",-1
"9278","pr_hp_bjp","s_cartoons","pr_hp_bjp",-1
"9142","prakashsriv1","s_cartoons","prakashsriv",-1
"6463","quest_illusion1","s_cartoons","quest_illusion",-1
"8232","swetapadmadash","s_cartoons","swetapadmadash",-1
"7190","TheDarjChron5","s_cartoons","TheDarjChron",1
"7836","uttamknights1","s_cartoons","uttamknights",-1
"8810","barbarindian41","s_inttam","barbarindian",1
"12977","URautelaForever143","s_keykool","URautelaForever",1
"1954","ModiBharosa121","s_kumar_05","ModiBharosa",1
"10221","tripathitweet28","s_manjari","tripathitweet28",-1
"9237","veer_purush1","s_manjari","veer_purush",0
"8794","barbarindian25","s_navroop","barbarindian",1
"843","gauravcsawant540","s_pshah","gauravcsawant",1
"16079","jokinjey","s_rvignesh","jokinjey",1
"14205","rahulroushan126","s_shaanu","rahulroushan",1
"1411","MahikaInfra16","s_singh1974","MahikaInfra",1
"11808","ashok_baruah","sa_matthana","ashok_baruah",0
"12771","_HarshilNayak","saachin20","_HarshilNayak",-1
"10688","priyankac191","saachin20","priyankac19",-1
"6358","ruhitewari9","saachin20","ruhitewari",1
"10942","SatyendarJain7","saachin20","SatyendarJain",1
"12759","TimesNow_","saachin20","TimesNow_",-1
"4831","Tata_ValueHomes","saadhyudu2011","Tata_ValueHomes",1
"1032","Joydas82","saadmaqsood","Joydas",1
"2450","ashu3page76","saadseyes7","ashu3page",1
"5636","dna56","saahil_langer","dna",1
"1179","Atheist_Krishna115","saahilrathi21","Atheist_Krishna",1
"3046","myvotetoday25","saandikacka","myvotetoday",1
"1942","ModiBharosa109","saavy_m","ModiBharosa",1
"19307","abhishekajha297","saaxenanurag","abhishekajha297",-1
"6761","amishrtrivedi","saaxenanurag","amishrtrivedi",-1
"6291","aryayatharth","saaxenanurag","aryayatharth",-1
"6695","grabsiva","saaxenanurag","grabsiva",-1
"4438","gsramum1","saaxenanurag","gsramum",-1
"6739","iyerspeaks","saaxenanurag","iyerspeaks",-1
"6708","jagdishgupta5","saaxenanurag","jagdishgupta5",-1
"5104","jaikiranmaram","saaxenanurag","jaikiranmaram",-1
"6711","jhavikas302","saaxenanurag","jhavikas302",-1
"6687","kanchandwivedi3","saaxenanurag","kanchandwivedi3",-1
"6738","mrtrivedi79","saaxenanurag","mrtrivedi79",-1
"5977","pradeepsehrawat","saaxenanurag","pradeepsehrawat",-1
"7615","sanjaysaxena0071","saaxenanurag","sanjaysaxena007",-1
"6712","sunilvish12","saaxenanurag","sunilvish12",-1
"10336","_MiteshPatel5","sab_subh_hai","_MiteshPatel",1
"451","gauravcsawant148","sabby186","gauravcsawant",1
"11594","amitshuklao7","sabeaux","amitshuklao7",0
"13282","URautelaForever448","sabinalamba","URautelaForever",1
"5481","1Patelzuber","sabnis_atmaram","1Patelzuber",1
"6101","jairajp4","sabnis_atmaram","jairajp",1
"4955","ShirishKunder1","sabnis_atmaram","ShirishKunder",1
"633","gauravcsawant330","sabrinadh","gauravcsawant",1
"17234","IncomeTaxIndia16","sabyasachibasu_","IncomeTaxIndia",1
"18008","RitikaSpeaks2","sacaggarwal","RitikaSpeaks",1
"6532","ippatel60","sacchasb","ippatel",1
"2683","ShashiTharoor97","sacha_saeen","ShashiTharoor",1
"5825","anilkohli5424","sachanuj","anilkohli54",1
"6502","ippatel30","sachanuj","ippatel",1
"15416","AskAnshul34","sachaturvedi","AskAnshul",1
"13825","URautelaForever991","sachidanand__s","URautelaForever",1
"1879","ModiBharosa46","sachidanandj","ModiBharosa",1
"10880","geetv7928","sachin_iilm","geetv79",1
"4511","SreeIyer15","sachin23kr","SreeIyer1",1
"208","rssurjewala206","sachina1982","rssurjewala",1
"1397","MahikaInfra2","sachinahirrao1","MahikaInfra",1
"6381","madskak22","sachinaj2001","madskak",1
"478","gauravcsawant175","sachindetane4u","gauravcsawant",1
"2088","ModiBharosa255","sachindixit2002","ModiBharosa",1
"13777","URautelaForever943","sachinmofficial","URautelaForever",1
"915","Joydeep_91170","sachinparadkar","Joydeep_911",1
"170","rssurjewala168","sachinraj2706","rssurjewala",1
"13200","URautelaForever366","sachinshukla644","URautelaForever",1
"828","gauravcsawant525","sachinsingh1010","gauravcsawant",1
"14248","rahulroushan169","sachislife","rahulroushan",1
"2098","ModiBharosa265","sacredmonk","ModiBharosa",1
"3815","DrKumarVishwas144","sadaf_j","DrKumarVishwas",1
"5351","bsindia28","sadafsayeed","bsindia",1
"4880","UrjitPatelRBI19","sadarakesh","UrjitPatelRBI",1
"2466","ashu3page92","sadelhisatish1","ashu3page",1
"5618","dna38","sadhanb70074697","dna",1
"14531","5Forty3181","sadhuvaad","5Forty3",1
"12996","URautelaForever162","saeber4u","URautelaForever",1
"4745","steve_hanke146","safvanbakrawala","steve_hanke",1
"13469","URautelaForever635","safwanm93498332","URautelaForever",1
"14906","Janamejayan7","safwanshafeeque","Janamejayan",1
"16862","aaanupriyaaa69","sagar_23oct","aaanupriyaaa",1
"17236","IncomeTaxIndia18","sagar_ghy","IncomeTaxIndia",1
"6989","MIB_India54","sagarika716","MIB_India",1
"2871","PIB_India56","sagarika716","PIB_India",1
"561","gauravcsawant258","sagarmj0907","gauravcsawant",1
"5324","bsindia1","sagarnaik4458","bsindia",1
"2543","sitaramlamba3","sagarnemiwal","sitaramlamba",1
"13603","URautelaForever769","sagarpa67820637","URautelaForever",1
"4262","Ra_THORe24","saghi2260","Ra_THORe",1
"388","gauravcsawant85","sagwhiz","gauravcsawant",1
"1613","kanimozhi49","sagwhiz","kanimozhi",1
"2764","ShashiTharoor178","saharzaman","ShashiTharoor",1
"13918","URautelaForever1084","sahass23","URautelaForever",1
"10282","BspUp20176","sahil_rg","BspUp2017",1
"7106","deep_anchor6","sahil_rg","deep_anchor",1
"15679","GauravPandhi3","sahil_rg","GauravPandhi",1
"1036","Joydas86","sahil_rg","Joydas",1
"15581","NG_withINC3","sahil_rg","NG_withINC",1
"140","rssurjewala138","sahil_rg","rssurjewala",1
"2710","ShashiTharoor124","sahil_rg","ShashiTharoor",1
"13820","URautelaForever986","sahil_sodhi","URautelaForever",1
"13078","URautelaForever244","sahil1205sharma","URautelaForever",1
"5932","vaishaliishere2","sahil28yadav","vaishaliishere",1
"14930","KambojMeenakshi15","sahilbalu456","KambojMeenakshi",1
"16118","OfficeOfRG1","sahilbalu456","OfficeOfRG",1
"2444","ashu3page70","sahilcongres1","ashu3page",1
"2103","ModiBharosa270","sahiljindal1","ModiBharosa",1
"8458","enterofright1","sahilkhurana09","enterofright",-1
"16528","monetisation","sahilkhurana09","monetisation",-1
"8074","odiBharosa1","sahilkhurana09","odiBharosa",-1
"7404","avd_kvp","sahilku65334183","avd_kvp",0
"12465","AamAadmiParty","sahilma77068201","AamAadmiParty",0
"13941","URautelaForever1107","sahilrupert","URautelaForever",1
"13746","URautelaForever912","sahini_bose","URautelaForever",1
"19570","lone_mubashir","sahmed0024","lone_mubashir",0
"16855","aaanupriyaaa62","sahni_ritu","aaanupriyaaa",1
"15621","NG_withINC43","sahosudarshan","NG_withINC",1
"108","rssurjewala106","saifi_inam","rssurjewala",1
"17975","SaifWoww2","saifianscaptain","SaifWoww",1
"17972","navneet__sandhu","SaifWoww","navneet__sandhu",-1
"17501","real_srkian1","SaifWoww","real_srkian",-1
"18928","saifianscaptain","SaifWoww","saifianscaptain",-1
"5178","jackerhack7","saikatd","jackerhack",1
"5998","IndiaToday4","saikatempire","IndiaToday",1
"735","gauravcsawant432","sailendra_ag","gauravcsawant",1
"11868","TimesNow8","sailorbhai","TimesNow",1
"15294","rahulmodi_1","sailorsmoon","rahulmodi_",0
"7440","vaibhavg105","sailorsmoon","vaibhavg10",1
"13782","URautelaForever948","sainaresh81","URautelaForever",1
"287","ANI_news2","sainath_kits","ANI_news",1
"1074","Atheist_Krishna10","sainath_kits","Atheist_Krishna",1
"3139","MinhazMerchant","sainath_kits","MinhazMerchant",1
"3063","rishibagree","sainath_kits","rishibagree",1
"3082","ShefVaidya1","sainath_kits","ShefVaidya",1
"5373","UnSubtleDesi","sainath_kits","UnSubtleDesi",0
"3758","DrKumarVishwas87","saini28","DrKumarVishwas",1
"14546","5Forty3196","saiprasadreddyd","5Forty3",1
"196","rssurjewala194","sairahg","rssurjewala",1
"14311","rahulroushan232","saishailendra","rahulroushan",1
"5350","bsindia27","sajeev_gopi","bsindia",1
"1338","Hemant_8010","sajesh","Hemant_80",1
"6281","airnewsalerts23","sajid_monsoori","airnewsalerts",1
"6766","_10compassion","sajid_Yousuf_","_10compassion",-1
"9436","agarwal_navin","sajid_Yousuf_","agarwal_navin",-1
"8661","alamgirizvi1","sajid_Yousuf_","alamgirizvi",-1
"4841","bikramrauta","sajid_Yousuf_","bikramrauta",-1
"8686","bnbagul","sajid_Yousuf_","bnbagul",-1
"7441","divyajoshi5799","sajid_Yousuf_","divyajoshi5799",-1
"9414","honesty_4india","sajid_Yousuf_","honesty_4india",-1
"9457","kaisarganie26","sajid_Yousuf_","kaisarganie26",-1
"7387","mohamme93502502","sajid_Yousuf_","mohamme93502502",-1
"7078","shaikshafi1","sajid_Yousuf_","shaikshafi",-1
"7288","usmanah51877972","sajid_Yousuf_","usmanah51877972",-1
"10571","DipendraDipzo22","sajithvcblr","DipendraDipzo",1
"13471","URautelaForever637","sajjangahlawat","URautelaForever",1
"12999","URautelaForever165","saksh1g","URautelaForever",1
"15840","HumorMinistry20","sakshammore","HumorMinistry",1
"10846","OnestlyBrutal","sakshamsobti","OnestlyBrutal",0
"16137","mahcongress9","sakshii82","mahcongress",1
"17190","AmeetV31","sakshisingh08","AmeetV3",1
"4450","rajeev_mp10","sakthi11122","rajeev_mp",1
"19044","hi_paresh16","salah4u","hi_paresh",1
"16459","kunal_391","salaudd87682118","kunal_391",0
"6560","ippatel88","salilajay","ippatel",1
"1642","kanimozhi78","saliltoday","kanimozhi",1
"16937","mkatju43","salimmulla20","mkatju",1
"1332","Hemant_804","salimpa71373837","Hemant_80",1
"13291","URautelaForever457","sallucommunity","URautelaForever",1
"13299","URautelaForever465","salman_army_","URautelaForever",1
"10077","MoviezAdda6","salman_ki_news","MoviezAdda",1
"13313","URautelaForever479","salman_ki_sena","URautelaForever",1
"3789","DrKumarVishwas118","salmanashraf117","DrKumarVishwas",1
"9181","MsKajalAggarwal","salmanseikh8","MsKajalAggarwal",1
"11570","cramachandran2","salmansoz","cramachandran",1
"9399","shanmugam_184","SalmanSoz","shanmugam_18",1
"13164","URautelaForever330","salmanterritory","URautelaForever",1
"4225","centerofright108","salonig202020","centerofright",1
"8548","nivie1","salonishuklaet","nivie",1
"17046","Timcast87","salty_dog2016","Timcast",1
"1501","DrGPradhan33","sam4delhi","DrGPradhan",1
"339","gauravcsawant36","sam4delhi","gauravcsawant",1
"1853","ModiBharosa20","sam4delhi","ModiBharosa",1
"6110","jairajp13","samanabbasi1","jairajp",1
"946","Joydeep_911101","samanta_om","Joydeep_911",1
"20308","Abhishek35924","samar97189157","Abhishek3592",1
"19509","attomeybharti51","samarjeetmitra","attomeybharti",1
"11286","prashantktm","samarpitvatry","prashantktm",1
"5301","bohravishal07","sambitswaraj","bohravishal07",-1
"5445","d889e9b8440f4db1","sambitswaraj","d889e9b8440f4db",-1
"5529","ishwarlalsahu4","sambitswaraj","ishwarlalsahu4",-1
"5568","mayurkbarai5","sambitswaraj","mayurkbarai5",-1
"5221","rajans0208","sambitswaraj","rajans0208",-1
"5422","ranchor10","sambitswaraj","ranchor10",-1
"4888","srishti17051748","sambitswaraj","srishti17051748",-1
"5520","vishnu321751","sambitswaraj","vishnu321751",-1
"13163","URautelaForever329","sambuddha_rk","URautelaForever",1
"2765","ShashiTharoor179","samchristyv","ShashiTharoor",1
"19508","attomeybharti50","samdarkinvader","attomeybharti",1
"7118","deep_anchor18","sameer_a_gaffar","deep_anchor",1
"4272","Ra_THORe34","sameer_polonium","Ra_THORe",1
"5486","1Patelzuber5","sameer470","1Patelzuber",1
"9925","DDSez","sameer470","DDSez",-1
"41","rssurjewala39","sameer470","rssurjewala",1
"3921","DrKumarVishwas250","sameer849","DrKumarVishwas",1
"10442","yamini_jyoti7","sameeranachinch","yamini_jyoti",1
"5584","dna4","sameerchimmala1","dna",1
"13991","URautelaForever1157","sameerk05234666","URautelaForever",1
"15147","TCS3","sameerkinger","TCS",1
"4741","steve_hanke142","sameersj1","steve_hanke",1
"1587","kanimozhi23","sameeruniverse","kanimozhi",1
"9615","Rohtakite","sameeruniverse","Rohtakite",-1
"6114","jairajp17","sameeruppal","jairajp",1
"8414","FrustIndian1","samgold21","FrustIndian",1
"6501","ippatel29","samgold21","ippatel",1
"2086","ModiBharosa253","samgold21","ModiBharosa",1
"6125","jairajp28","sami_hadyh","jairajp",1
"930","Joydeep_91185","samikbanerji","Joydeep_911",1
"1112","Atheist_Krishna48","saminsane","Atheist_Krishna",1
"6517","ippatel45","samips129","ippatel",1
"4199","centerofright82","samir__ag","centerofright",1
"15402","AskAnshul20","samir_patil","AskAnshul",1
"653","gauravcsawant350","samir_patil","gauravcsawant",1
"14110","rahulroushan31","samir_patil","rahulroushan",1
"674","gauravcsawant371","samirprasanna","gauravcsawant",1
"13944","URautelaForever1110","samjohnylife","URautelaForever",1
"2487","ashu3page113","samk7019","ashu3page",1
"971","Joydas21","samkhan999","Joydas",1
"19796","Realitybytes51","samkhan999","Realitybytes51",-1
"16095","SamKhan999","samkhan999","SamKhan999",1
"16232","bremsstrahlunng","SamKhan999","bremsstrahlunng",-1
"16289","mm_shakeel","SamKhan999","mm_shakeel",-1
"16294","natashasamani","SamKhan999","natashasamani",-1
"6166","samkhan9991","SamKhan999","samkhan999",-1
"3780","DrKumarVishwas109","samkma","DrKumarVishwas",1
"12213","BajajAllianzLIC25","samlalaql","BajajAllianzLIC",1
"12990","URautelaForever156","sammygonair_","URautelaForever",1
"4004","DrKumarVishwas333","sammypub123","DrKumarVishwas",1
"886","Joydeep_91141","sampadscales","Joydeep_911",1
"1618","kanimozhi54","sampadscales","kanimozhi",1
"16009","karavadiraghava","sampadscales","karavadiraghava",1
"14803","priyaakulkarni23","sampadscales","priyaakulkarni2",1
"2224","ModiBharosa391","sampathsarepall","ModiBharosa",1
"6106","jairajp9","sampaul28579","jairajp",1
"3172","jay_ambadi2","sampaul28579","jay_ambadi",1
"2208","ModiBharosa375","samrendrasingh","ModiBharosa",1
"4744","steve_hanke145","samridhz","steve_hanke",1
"14860","priyaakulkarni260","samurai_shubh","priyaakulkarni2",1
"1499","DrGPradhan31","samwit_wicky","DrGPradhan",1
"1433","kapil_kausik16","samwit_wicky","kapil_kausik",1
"1273","pGurus17","samwit_wicky","pGurus1",1
"19360","SheenuDr","samyagdrsti","SheenuDr",0
"4679","steve_hanke80","samyagdrsti","steve_hanke",1
"17389","Tweenvi1","samyagdrsti","Tweenvi",-1
"15622","NG_withINC44","samychaudhary","NG_withINC",1
"13288","URautelaForever454","samyporwal","URautelaForever",1
"309","gauravcsawant6","san_selene","gauravcsawant",1
"964","Joydas14","sana_jaweria","Joydas",1
"1253","roshankar7","sanalsudev","roshankar",1
"16084","chandresh1979","SanaSecurities","chandresh1979",-1
"15909","chiragdotcom","SanaSecurities","chiragdotcom",-1
"16249","deepmind26","SanaSecurities","deepmind26",-1
"6432","dhruvbhim9","SanaSecurities","dhruvbhim",1
"16935","mkatju41","sanatanpathak","mkatju",1
"3525","RoflGandhi_40","sanathvarma","RoflGandhi_",1
"14170","rahulroushan91","sanbayern6","rahulroushan",1
"4645","steve_hanke46","sanchimehra","steve_hanke",1
"11568","cramachandran","sandeep_2021","cramachandran",1
"171","rssurjewala169","sandeep_2021","rssurjewala",1
"13461","URautelaForever627","sandeep13304492","URautelaForever",1
"272","rssurjewala270","sandeep1481996","rssurjewala",1
"15392","AskAnshul10","sandeep21031983","AskAnshul",1
"427","gauravcsawant124","sandeep21031983","gauravcsawant",1
"3091","ShefVaidya10","sandeep21031983","ShefVaidya",1
"3922","DrKumarVishwas251","sandeep23944318","DrKumarVishwas",1
"16877","parthavs3","sandeep251210","parthavs",1
"13494","URautelaForever660","sandeep25516479","URautelaForever",1
"4000","DrKumarVishwas329","sandeep35781325","DrKumarVishwas",1
"3715","DrKumarVishwas44","sandeep37095981","DrKumarVishwas",1
"10287","BspUp201711","sandeep81764227","BspUp2017",1
"9952","nktpnd1","sandeepbaliga","nktpnd",1
"471","gauravcsawant168","sandeepcol","gauravcsawant",1
"3698","DrKumarVishwas27","sandeepdahiya52","DrKumarVishwas",1
"706","gauravcsawant403","sandeepdevra","gauravcsawant",1
"4256","Ra_THORe18","sandeepdixi1123","Ra_THORe",1
"2272","ModiBharosa439","sandeepjindal1u","ModiBharosa",1
"797","gauravcsawant494","sandeepkarkera2","gauravcsawant",1
"12852","URautelaForever18","sandeepkarkera2","URautelaForever",1
"6544","ippatel72","sandeepmishra71","ippatel",1
"17213","jvidyasagar","sandhyatwtz","jvidyasagar",0
"1003","Joydas53","sandip_vst","Joydas",1
"3345","aartic0234","sandipcapt","aartic02",1
"3291","anurag29","sandipsabharwal","anurag29",-1
"6879","chandankmehta1","sandipsabharwal","chandankmehta1",-1
"6810","chintan20","sandipsabharwal","chintan20",-1
"6426","dhruvbhim3","sandipsabharwal","dhruvbhim",1
"6769","indian197400","sandipsabharwal","indian197400",-1
"5943","jaggu916","sandipsabharwal","jaggu916",-1
"12476","narendrababuvs","sandipsabharwal","narendrababuvs",-1
"6470","oshail","sandipsabharwal","oshail",-1
"6744","patelpharm","sandipsabharwal","patelpharm",-1
"6904","sridharroopa143","sandipsabharwal","sridharroopa143",-1
"6784","tgsatish","sandipsabharwal","tgsatish",-1
"14727","b506","sandipshettyyer","b50",1
"17466","chagamkamalakar","sandipshettyyer","chagamkamalakar",-1
"15820","HumorMinistry","sandipshettyyer","HumorMinistry",1
"3503","RoflGandhi_18","sandipshettyyer","RoflGandhi_",1
"11907","IndianInterest4","sandstracks","IndianInterest",1
"10466","prettypadmaja3","sandstracks","prettypadmaja",1
"14666","arvindsubraman7","sandy_094","arvindsubraman",1
"1134","Atheist_Krishna70","sandy_ag","Atheist_Krishna",1
"6479","ippatel7","sandy_ag","ippatel",1
"6576","ippatel104","sandy32554081","ippatel",1
"11564","hindustanse1","sandykishan123","hindustanse",1
"14020","URautelaForever1186","sandynickable","URautelaForever",1
"14047","URautelaForever1213","sandyparmar81","URautelaForever",1
"1688","kanimozhi124","sandysh2311","kanimozhi",1
"16857","aaanupriyaaa64","sandywaves07","aaanupriyaaa",1
"10214","CNNnews188","sane_voices","CNNnews18",1
"3237","jamewils40","sane_voices","jamewils",1
"14611","Memeghnad3","sane_voices","Memeghnad",1
"6579","ippatel107","sangatpal","ippatel",1
"3261","jamewils64","sangeetasanghvi","jamewils",1
"6264","airnewsalerts6","sangha79839513","airnewsalerts",1
